Senate - 1996 Election																
First Preference Votes by Candidate																
By Vote Type by Division																


New South Wales																

Banks (78925)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"PICKERING, Olga"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	GRY	74	0.11	3	0.07	0	0	1	0.04	7	0.28	0	85	0.11
P		TICKET VOTES	NLP	30	0.05	5	0.12	0	0	3	0.11	0	0	0	38	0.05
		"KNOLES, Catherine"	NLP	16	0.02	2	0.05	0	0	1	0.04	1	0.04	0	20	0.03
		"JUDD, Ines"	NLP	3	0	0	0	0	0	0	0	1	0.04	0	4	0.01
		Group Total	NLP	49	0.07	7	0.16	0	0	4	0.15	2	0.08	0	62	0.08
Q		TICKET VOTES	ABF	167	0.25	20	0.47	6	1.36	5	0.19	6	0.24	0	204	0.27
		"FINDLAY-BARNES, Teresa"	ABF	18	0.03	1	0.02	1	0.23	1	0.04	0	0	0	21	0.03
		"TRIBE, David"	ABF	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		Group Total	ABF	187	0.28	22	0.51	7	1.59	6	0.22	6	0.24	0	228	0.3
R		TICKET VOTES	CTA	982	1.49	81	1.89	4	0.91	34	1.26	42	1.68	0	1143	1.51
		"WEBSTER, Alasdair"	CTA	240	0.36	7	0.16	1	0.23	10	0.37	15	0.6	0	273	0.36
		"WEBSTER, Elaine"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"McLENNAN, Graham Clarke"	CTA	2	0	0	0	0	0	0	0	1	0.04	0	3	0
		"BIRD, Bill"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"COLEMAN, Bruce"	CTA	11	0.02	1	0.02	0	0	0	0	1	0.04	0	13	0.02
		Group Total	CTA	1237	1.88	89	2.08	5	1.13	44	1.64	59	2.36	0	1434	1.89
UNGROUPED																
		"JONES, Morris"	IND	13	0.02	1	0.02	0	0	1	0.04	1	0.04	0	16	0.02
		"IVOR, F"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"BARBARA, John"	IND	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"HURLEY, Jade"	IND	77	0.12	1	0.02	0	0	0	0	3	0.12	0	81	0.11
		"PINNIGER, Gretel"	IND	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"UNDERWOOD, Dian"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PATTERSON, Ray"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PIGGIN, David"	IND	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		"BRADLEY, Bill"	IND	16	0.02	0	0	0	0	0	0	0	0	0	16	0.02
		Ungrouped Total		125	0.19	3	0.07	0	0	1	0.04	4	0.16	0	133	0.18
			FORMAL	65874	96.16	4288	98.21	441	96.92	2691	98.61	2505	98.27	0	75799	96.43
			INFORMAL	2630	3.84	78	1.79	14	3.08	38	1.39	44	1.73	0	2804	3.57
			TOTAL	68504	87.15	4366	5.55	455	0.58	2729	3.47	2549	3.24	0	78603	97



Berowra (82360)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	647	0.97	42	0.94	6	1.53	42	0.95	15	0.77	0	752	0.97
		"KITSON, David"	RARI	112	0.17	9	0.2	0	0	7	0.16	1	0.05	0	129	0.17
		"O'CALLAGHAN, Carolyn"	RARI	8	0.01	0	0	0	0	0	0	0	0	0	8	0.01
		Group Total	RARI	767	1.15	51	1.14	6	1.53	49	1.11	16	0.82	0	889	1.14
B		TICKET VOTES	LNP	34226	51.38	2083	46.6	161	41.18	2450	55.67	1147	58.7	0	40067	51.48
	#	"WOODS, Bob"	LP	1020	1.53	60	1.34	2	0.51	57	1.3	50	2.56	0	1189	1.53
	#	"BROWNHILL, David"	NP	16	0.02	0	0	0	0	3	0.07	0	0	0	19	0.02
	#	"COONAN, Helen"	LP	55	0.08	5	0.11	1	0.26	6	0.14	3	0.15	0	70	0.09
		"CONSTANTIN, Abraham"	LP	29	0.04	3	0.07	0	0	1	0.02	5	0.26	0	38	0.05
		Group Total	LNP	35346	53.07	2151	48.12	164	41.94	2517	57.19	1205	61.67	0	41383	53.18
C		TICKET VOTES	GRN	1438	2.16	225	5.03	22	5.63	122	2.77	34	1.74	0	1841	2.37
		"SPERLING, Karla"	GRN	322	0.48	30	0.67	3	0.77	27	0.61	10	0.51	0	392	0.5
		"DENTON, Peter"	GRN	5	0.01	0	0	0	0	1	0.02	0	0	0	6	0.01
		"ELIX, Jane"	GRN	8	0.01	1	0.02	1	0.26	1	0.02	1	0.05	0	12	0.02
		"MATSON, Murray"	GRN	2	0	2	0.04	1	0.26	0	0	0	0	0	5	0.01
		Group Total	GRN	1775	2.66	258	5.77	27	6.91	151	3.43	45	2.3	0	2256	2.9
D		TICKET VOTES	NAN	174	0.26	14	0.31	0	0	14	0.32	3	0.15	0	205	0.26
		"NASH, Chris"	NAN	58	0.09	10	0.22	0	0	2	0.05	3	0.15	0	73	0.09
		"HALE, Sylvia"	NAN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NAN	233	0.35	24	0.54	0	0	16	0.36	6	0.31	0	279	0.36
E		TICKET VOTES	SEN	112	0.17	3	0.07	1	0.26	11	0.25	3	0.15	0	130	0.17
		"EVANS, Beryl"	SEN	36	0.05	1	0.02	0	0	3	0.07	2	0.1	0	42	0.05
		"WELSH, Lorraine"	SEN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEN	149	0.22	4	0.09	1	0.26	14	0.32	5	0.26	0	173	0.22
F		TICKET VOTES	AFI	989	1.48	105	2.35	13	3.32	45	1.02	28	1.43	0	1180	1.52
		"PHILLIPS, John"	AFI	271	0.41	12	0.27	3	0.77	18	0.41	10	0.51	0	314	0.4
		"O'REGAN, Bevan"	AFI	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		Group Total	AFI	1263	1.9	118	2.64	16	4.09	63	1.43	38	1.94	0	1498	1.92
G		TICKET VOTES	ALP	13980	20.99	972	21.74	91	23.27	872	19.81	364	18.63	0	16279	20.92
	#	"WEST, Sue"	ALP	489	0.73	30	0.67	3	0.77	22	0.5	10	0.51	0	554	0.71
	#	"CHILDS, Bruce"	ALP	19	0.03	1	0.02	0	0	2	0.05	2	0.1	0	24	0.03
		"WHEELWRIGHT, Tom"	ALP	29	0.04	1	0.02	0	0	0	0	1	0.05	0	31	0.04
		"BARGHOUT, Rima"	ALP	13	0.02	0	0	0	0	0	0	1	0.05	0	14	0.02
		Group Total	ALP	14530	21.81	1004	22.46	94	24.04	896	20.36	378	19.34	0	16902	21.72
H		TICKET VOTES	DEM	7734	11.61	519	11.61	45	11.51	421	9.57	140	7.16	0	8859	11.38
	#	"BOURNE, Vicki"	DEM	1310	1.97	62	1.39	3	0.77	58	1.32	34	1.74	0	1467	1.89
		"CHESTERFIELD-EVANS, Arthur"	DEM	25	0.04	0	0	0	0	1	0.02	0	0	0	26	0.03
		"LARCOS, Andrew"	DEM	4	0.01	0	0	0	0	1	0.02	0	0	0	5	0.01
		"ANDERSON, Troy"	DEM	28	0.04	3	0.07	0	0	1	0.02	2	0.1	0	34	0.04
		Group Total	DEM	9101	13.66	584	13.06	48	12.28	482	10.95	176	9.01	0	10391	13.35
I		TICKET VOTES		46	0.07	1	0.02	0	0	1	0.02	3	0.15	0	51	0.07
		"SCHOLLBACH, Robert Frederick"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total		48	0.07	2	0.04	0	0	1	0.02	3	0.15	0	54	0.07
J		TICKET VOTES	ASP	523	0.79	64	1.43	12	3.07	32	0.73	6	0.31	0	637	0.82
		"SIMS, Richard"	ASP	64	0.1	8	0.18	1	0.26	5	0.11	3	0.15	0	81	0.1
		"BOURKE, Robyn"	ASP	2	0	0	0	0	0	1	0.02	0	0	0	3	0
		"REDFERN, Daniel"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FRANICH, Rodney"	ASP	6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		Group Total	ASP	595	0.89	73	1.63	13	3.32	38	0.86	9	0.46	0	728	0.94
K		TICKET VOTES		5	0.01	0	0	0	0	1	0.02	0	0	0	6	0.01
		"GALATI, Tony"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"GALATI, Sam"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		9	0.01	0	0	0	0	1	0.02	0	0	0	10	0.01
L		TICKET VOTES	AWP	164	0.25	20	0.45	1	0.26	13	0.3	8	0.41	0	206	0.26
		"DUNCAN, Darelle"	AWP	31	0.05	3	0.07	0	0	4	0.09	0	0	0	38	0.05
		"THEW, Sarah"	AWP	3	0	1	0.02	0	0	0	0	1	0.05	0	5	0.01
		Group Total	AWP	198	0.3	24	0.54	1	0.26	17	0.39	9	0.46	0	249	0.32
M		TICKET VOTES		4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"BUTLER, Robert H"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
N		TICKET VOTES	RBR	47	0.07	4	0.09	1	0.26	4	0.09	0	0	0	56	0.07
		"BREEN, Peter"	ABR	9	0.01	0	0	0	0	0	0	0	0	0	9	0.01
		"McNALLY, Kerry"	RPA	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	59	0.09	5	0.11	1	0.26	4	0.09	0	0	0	69	0.09
O		TICKET VOTES	GRY	85	0.13	4	0.09	0	0	9	0.2	7	0.36	0	105	0.13
		"VERHEYEN, John"	GRY	19	0.03	1	0.02	0	0	0	0	1	0.05	0	21	0.03
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	105	0.16	5	0.11	0	0	9	0.2	8	0.41	0	127	0.16
P		TICKET VOTES	NLP	48	0.07	3	0.07	1	0.26	3	0.07	1	0.05	0	56	0.07
		"KNOLES, Catherine"	NLP	9	0.01	1	0.02	0	0	0	0	0	0	0	10	0.01
		"JUDD, Ines"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	58	0.09	4	0.09	1	0.26	3	0.07	1	0.05	0	67	0.09
Q		TICKET VOTES	ABF	216	0.32	25	0.56	4	1.02	30	0.68	7	0.36	0	282	0.36
		"FINDLAY-BARNES, Teresa"	ABF	20	0.03	2	0.04	0	0	2	0.05	2	0.1	0	26	0.03
		"TRIBE, David"	ABF	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		Group Total	ABF	241	0.36	28	0.63	4	1.02	32	0.73	9	0.46	0	314	0.4
R		TICKET VOTES	CTA	1549	2.33	98	2.19	11	2.81	85	1.93	38	1.94	0	1781	2.29
		"WEBSTER, Alasdair"	CTA	410	0.62	27	0.6	1	0.26	15	0.34	6	0.31	0	459	0.59
		"WEBSTER, Elaine"	CTA	3	0	0	0	0	0	3	0.07	0	0	0	6	0.01
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BIRD, Bill"	CTA	1	0	0	0	0	0	1	0.02	0	0	0	2	0
		"COLEMAN, Bruce"	CTA	8	0.01	2	0.04	0	0	3	0.07	1	0.05	0	14	0.02
		Group Total	CTA	1971	2.96	127	2.84	12	3.07	107	2.43	45	2.3	0	2262	2.91
UNGROUPED																
		"JONES, Morris"	IND	6	0.01	2	0.04	0	0	1	0.02	0	0	0	9	0.01
		"IVOR, F"	IND	12	0.02	0	0	1	0.26	0	0	0	0	0	13	0.02
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	94	0.14	4	0.09	2	0.51	0	0	0	0	0	100	0.13
		"PINNIGER, Gretel"	IND	14	0.02	1	0.02	0	0	0	0	0	0	0	15	0.02
		"UNDERWOOD, Dian"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PATTERSON, Ray"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PIGGIN, David"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BRADLEY, Bill"	IND	25	0.04	1	0.02	0	0	0	0	1	0.05	0	27	0.03
		Ungrouped Total		154	0.23	8	0.18	3	0.77	1	0.02	1	0.05	0	167	0.21
			FORMAL	66607	97.31	4470	98.54	391	96.78	4401	99.19	1954	98.74	0	77823	97.52
			INFORMAL	1839	2.69	66	1.46	13	3.22	36	0.81	25	1.26	0	1979	2.48
			TOTAL	68446	85.77	4536	5.68	404	0.51	4437	5.56	1979	2.48	0	79802	96.89



Blaxland (78692)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	986	1.57	58	1.55	8	0.83	35	1.94	22	1.23	0	1109	1.56
		"KITSON, David"	RARI	113	0.18	8	0.21	0	0	3	0.17	5	0.28	0	129	0.18
		"O'CALLAGHAN, Carolyn"	RARI	7	0.01	1	0.03	0	0	1	0.06	0	0	0	9	0.01
		Group Total	RARI	1106	1.76	67	1.79	8	0.83	39	2.16	27	1.51	0	1247	1.75
B		TICKET VOTES	LNP	17184	27.31	1052	28.16	164	17.01	536	29.73	550	30.71	0	19486	27.36
	#	"WOODS, Bob"	LP	306	0.49	15	0.4	3	0.31	17	0.94	12	0.67	0	353	0.5
	#	"BROWNHILL, David"	NP	7	0.01	0	0	0	0	1	0.06	1	0.06	0	9	0.01
	#	"COONAN, Helen"	LP	15	0.02	1	0.03	0	0	1	0.06	1	0.06	0	18	0.03
		"CONSTANTIN, Abraham"	LP	6	0.01	1	0.03	0	0	1	0.06	1	0.06	0	9	0.01
		Group Total	LNP	17518	27.84	1069	28.61	167	17.32	556	30.84	565	31.55	0	19875	27.91
C		TICKET VOTES	GRN	657	1.04	85	2.28	11	1.14	27	1.5	17	0.95	0	797	1.12
		"SPERLING, Karla"	GRN	57	0.09	6	0.16	0	0	0	0	2	0.11	0	65	0.09
		"DENTON, Peter"	GRN	2	0	0	0	0	0	0	0	0	0	0	2	0
		"ELIX, Jane"	GRN	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"MATSON, Murray"	GRN	2	0	0	0	0	0	0	0	1	0.06	0	3	0
		Group Total	GRN	722	1.15	91	2.44	11	1.14	27	1.5	20	1.12	0	871	1.22
D		TICKET VOTES	NAN	118	0.19	15	0.4	1	0.1	4	0.22	9	0.5	0	147	0.21
		"NASH, Chris"	NAN	3	0	1	0.03	0	0	0	0	0	0	0	4	0.01
		"HALE, Sylvia"	NAN	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	NAN	124	0.2	16	0.43	1	0.1	4	0.22	9	0.5	0	154	0.22
E		TICKET VOTES	SEN	150	0.24	7	0.19	1	0.1	8	0.44	12	0.67	0	178	0.25
		"EVANS, Beryl"	SEN	11	0.02	1	0.03	0	0	0	0	0	0	0	12	0.02
		"WELSH, Lorraine"	SEN	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	SEN	163	0.26	8	0.21	1	0.1	8	0.44	12	0.67	0	192	0.27
F		TICKET VOTES	AFI	1310	2.08	106	2.84	9	0.93	43	2.38	61	3.41	0	1529	2.15
		"PHILLIPS, John"	AFI	122	0.19	3	0.08	2	0.21	2	0.11	10	0.56	0	139	0.2
		"O'REGAN, Bevan"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	1433	2.28	109	2.92	11	1.14	45	2.5	71	3.96	0	1669	2.34
G		TICKET VOTES	ALP	34275	54.47	1868	50	668	69.29	884	49.03	844	47.12	0	38539	54.12
	#	"WEST, Sue"	ALP	272	0.43	23	0.62	5	0.52	12	0.67	18	1.01	0	330	0.46
	#	"CHILDS, Bruce"	ALP	26	0.04	2	0.05	0	0	0	0	2	0.11	0	30	0.04
		"WHEELWRIGHT, Tom"	ALP	19	0.03	0	0	0	0	1	0.06	0	0	0	20	0.03
		"BARGHOUT, Rima"	ALP	31	0.05	1	0.03	1	0.1	0	0	2	0.11	0	35	0.05
		Group Total	ALP	34623	55.03	1894	50.7	674	69.92	897	49.75	866	48.35	0	38954	54.7
H		TICKET VOTES	DEM	4035	6.41	255	6.83	34	3.53	111	6.16	118	6.59	0	4553	6.39
	#	"BOURNE, Vicki"	DEM	269	0.43	15	0.4	0	0	7	0.39	15	0.84	0	306	0.43
		"CHESTERFIELD-EVANS, Arthur"	DEM	3	0	0	0	0	0	0	0	0	0	0	3	0
		"LARCOS, Andrew"	DEM	6	0.01	2	0.05	0	0	0	0	0	0	0	8	0.01
		"ANDERSON, Troy"	DEM	6	0.01	0	0	0	0	1	0.06	1	0.06	0	8	0.01
		Group Total	DEM	4319	6.86	272	7.28	34	3.53	119	6.6	134	7.48	0	4878	6.85
I		TICKET VOTES		99	0.16	3	0.08	1	0.1	3	0.17	1	0.06	0	107	0.15
		"SCHOLLBACH, Robert Frederick"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		0	0	1	0.03	0	0	0	0	0	0	0	1	0
		Group Total		100	0.16	4	0.11	1	0.1	3	0.17	1	0.06	0	109	0.15
J		TICKET VOTES	ASP	838	1.33	54	1.45	17	1.76	17	0.94	18	1.01	0	944	1.33
		"SIMS, Richard"	ASP	43	0.07	7	0.19	1	0.1	1	0.06	0	0	0	52	0.07
		"BOURKE, Robyn"	ASP	2	0	0	0	0	0	1	0.06	1	0.06	0	4	0.01
		"REDFERN, Daniel"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FRANICH, Rodney"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	ASP	885	1.41	61	1.63	18	1.87	19	1.05	19	1.06	0	1002	1.41
K		TICKET VOTES		31	0.05	0	0	2	0.21	1	0.06	0	0	0	34	0.05
		"GALATI, Tony"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"GALATI, Sam"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		31	0.05	0	0	2	0.21	1	0.06	0	0	0	34	0.05
L		TICKET VOTES	AWP	227	0.36	23	0.62	10	1.04	17	0.94	4	0.22	0	281	0.39
		"DUNCAN, Darelle"	AWP	10	0.02	0	0	1	0.1	2	0.11	1	0.06	0	14	0.02
		"THEW, Sarah"	AWP	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	AWP	240	0.38	23	0.62	11	1.14	19	1.05	5	0.28	0	298	0.42
M		TICKET VOTES		14	0.02	1	0.03	0	0	0	0	0	0	0	15	0.02
		"BUTLER, Robert H"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay D"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		14	0.02	1	0.03	0	0	0	0	0	0	0	15	0.02
N		TICKET VOTES	RBR	29	0.05	4	0.11	0	0	3	0.17	3	0.17	0	39	0.05
		"BREEN, Peter"	ABR	1	0	0	0	0	0	0	0	0	0	0	1	0
		"McNALLY, Kerry"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOUSEGO, Valerie"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BEKELE, Assefa"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		"FAHEY, Antoinette"	ABR	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RBR	31	0.05	4	0.11	0	0	3	0.17	3	0.17	0	41	0.06
O		TICKET VOTES	GRY	72	0.11	6	0.16	1	0.1	3	0.17	9	0.5	0	91	0.13
		"VERHEYEN, John"	GRY	6	0.01	0	0	0	0	0	0	1	0.06	0	7	0.01
		"HETTERSCHEID, Theo"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"SEGERSTROM, Bob"	GRY	0	0	0	0	0	0	0	0	0	0	0	0	0
		"PICKERING, Olga"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	79	0.13	6	0.16	1	0.1	3	0.17	10	0.56	0	99	0.14
P		TICKET VOTES	NLP	60	0.1	3	0.08	2	0.21	2	0.11	0	0	0	67	0.09
		"KNOLES, Catherine"	NLP	2	0	1	0.03	0	0	0	0	0	0	0	3	0
		"JUDD, Ines"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NLP	63	0.1	4	0.11	2	0.21	2	0.11	0	0	0	71	0.1
Q		TICKET VOTES	ABF	326	0.52	26	0.7	10	1.04	18	1	6	0.34	0	386	0.54
		"FINDLAY-BARNES, Teresa"	ABF	9	0.01	2	0.05	1	0.1	0	0	0	0	0	12	0.02
		"TRIBE, David"	ABF	1	0	1	0.03	0	0	0	0	0	0	0	2	0
		Group Total	ABF	336	0.53	29	0.78	11	1.14	18	1	6	0.34	0	400	0.56
R		TICKET VOTES	CTA	900	1.43	69	1.85	11	1.14	32	1.77	39	2.18	0	1051	1.48
		"WEBSTER, Alasdair"	CTA	108	0.17	7	0.19	0	0	5	0.28	4	0.22	0	124	0.17
		"WEBSTER, Elaine"	CTA	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BIRD, Bill"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		"COLEMAN, Bruce"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	1014	1.61	76	2.03	11	1.14	37	2.05	43	2.4	0	1181	1.66
UNGROUPED																
		"JONES, Morris"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"IVOR, F"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"BARBARA, John"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"HURLEY, Jade"	IND	106	0.17	2	0.05	0	0	3	0.17	0	0	0	111	0.16
		"PINNIGER, Gretel"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"UNDERWOOD, Dian"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PATTERSON, Ray"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"PIGGIN, David"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BRADLEY, Bill"	IND	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Ungrouped Total		120	0.19	2	0.05	0	0	3	0.17	0	0	0	125	0.18
			FORMAL	62921	93.44	3736	95.94	964	93.14	1803	97.56	1791	97.23	0	71215	93.76
			INFORMAL	4417	6.56	158	4.06	71	6.86	45	2.44	51	2.77	0	4742	6.24
			TOTAL	67338	88.65	3894	5.13	1035	1.36	1848	2.43	1842	2.43	0	75957	96.52



Bradfield (79617)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	RARI	471	0.72	39	0.94	7	2.39	23	0.62	13	0.58	0	553	0.73
		"KITSON, David"	RARI	110	0.17	2	0.05	0	0	4	0.11	4	0.18	0	120	0.16
		"O'CALLAGHAN, Carolyn"	RARI	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		Group Total	RARI	587	0.9	41	0.99	7	2.39	27	0.73	17	0.76	0	679	0.9
B		TICKET VOTES	LNP	39830	61.31	2357	56.65	167	57	2238	60.72	1479	66.44	0	46071	61.16
	#	"WOODS, Bob"	LP	997	1.53	57	1.37	1	0.34	40	1.09	40	1.8	0	1135	1.51
	#	"BROWNHILL, David"	NP	19	0.03	3	0.07	0	0	1	0.03	0	0	0	23	0.03
	#	"COONAN, Helen"	LP	86	0.13	8	0.19	1	0.34	5	0.14	3	0.13	0	103	0.14
		"CONSTANTIN, Abraham"	LP	33	0.05	2	0.05	1	0.34	2	0.05	2	0.09	0	40	0.05
		Group Total	LNP	40965	63.05	2427	58.33	170	58.02	2286	62.02	1524	68.46	0	47372	62.88
C		TICKET VOTES	GRN	1421	2.19	217	5.22	19	6.48	141	3.83	38	1.71	0	1836	2.44
		"SPERLING, Karla"	GRN	298	0.46	36	0.87	0	0	20	0.54	9	0.4	0	363	0.48
		"DENTON, Peter"	GRN	9	0.01	3	0.07	0	0	1	0.03	0	0	0	13	0.02
		"ELIX, Jane"	GRN	5	0.01	0	0	0	0	1	0.03	0	0	0	6	0.01
		"MATSON, Murray"	GRN	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		Group Total	GRN	1738	2.68	256	6.15	19	6.48	163	4.42	47	2.11	0	2223	2.95
D		TICKET VOTES	NAN	512	0.79	25	0.6	2	0.68	27	0.73	17	0.76	0	583	0.77
		"NASH, Chris"	NAN	212	0.33	6	0.14	0	0	6	0.16	3	0.13	0	227	0.3
		"HALE, Sylvia"	NAN	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	NAN	728	1.12	32	0.77	2	0.68	33	0.9	20	0.9	0	815	1.08
E		TICKET VOTES	SEN	111	0.17	4	0.1	0	0	5	0.14	7	0.31	0	127	0.17
		"EVANS, Beryl"	SEN	37	0.06	1	0.02	0	0	3	0.08	0	0	0	41	0.05
		"WELSH, Lorraine"	SEN	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	SEN	149	0.23	5	0.12	0	0	8	0.22	7	0.31	0	169	0.22
F		TICKET VOTES	AFI	841	1.29	68	1.63	5	1.71	44	1.19	26	1.17	0	984	1.31
		"PHILLIPS, John"	AFI	286	0.44	13	0.31	0	0	14	0.38	7	0.31	0	320	0.42
		"O'REGAN, Bevan"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	1128	1.74	81	1.95	5	1.71	58	1.57	33	1.48	0	1305	1.73
G		TICKET VOTES	ALP	8916	13.72	599	14.4	55	18.77	626	16.98	289	12.98	0	10485	13.92
	#	"WEST, Sue"	ALP	496	0.76	31	0.75	2	0.68	37	1	9	0.4	0	575	0.76
	#	"CHILDS, Bruce"	ALP	22	0.03	3	0.07	0	0	0	0	0	0	0	25	0.03
		"WHEELWRIGHT, Tom"	ALP	21	0.03	5	0.12	0	0	0	0	0	0	0	26	0.03
		"BARGHOUT, Rima"	ALP	14	0.02	1	0.02	0	0	1	0.03	1	0.04	0	17	0.02
		Group Total	ALP	9469	14.57	639	15.36	57	19.45	664	18.01	299	13.43	0	11128	14.77
H		TICKET VOTES	DEM	6724	10.35	430	10.33	18	6.14	271	7.35	171	7.68	0	7614	10.11
	#	"BOURNE, Vicki"	DEM	1144	1.76	67	1.61	4	1.37	62	1.68	25	1.12	0	1302	1.73
		"CHESTERFIELD-EVANS, Arthur"	DEM	31	0.05	1	0.02	0	0	0	0	1	0.04	0	33	0.04
		"LARCOS, Andrew"	DEM	5	0.01	0	0	0	0	0	0	0	0	0	5	0.01
		"ANDERSON, Troy"	DEM	26	0.04	1	0.02	1	0.34	0	0	2	0.09	0	30	0.04
		Group Total	DEM	7930	12.21	499	11.99	23	7.85	333	9.03	199	8.94	0	8984	11.93
I		TICKET VOTES		36	0.06	4	0.1	0	0	3	0.08	1	0.04	0	44	0.06
