Senate -1998 Election															
First Preference Votes by Candidate															
By Vote Type by Division															


New South Wales															

Banks (80108)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"BAIRD, Matthew"	DEM	16	0.03	1	0.01	0	0	4	0.08	3	0.07	24	0.03
		"REDDY, Suzanne"	DEM	34	0.06	12	0.18	0	0	7	0.14	6	0.15	59	0.08
		"MENDELSSOHN, David"	DEM	18	0.03	2	0.03	1	0.16	2	0.04	5	0.12	28	0.04
		Group Total	DEM	6346	10.38	778	11.66	55	8.54	499	10.01	398	9.94	8076	10.43
N		TICKET VOTES	DSL	124	0.2	16	0.24	1	0.16	3	0.06	6	0.15	150	0.19
		"CARMAN, Marina"	DSL	10	0.02	2	0.03	0	0	0	0	0	0	12	0.02
		"BOYLE, Peter"	DSL	0	0	1	0.01	0	0	0	0	0	0	1	0
		Group Total	DSL	134	0.22	19	0.28	1	0.16	3	0.06	6	0.15	163	0.21
O		TICKET VOTES	RAR	87	0.14	15	0.22	1	0.16	7	0.14	10	0.25	120	0.15
		"SMITH, Rodney"	RARI	13	0.02	2	0.03	0	0	1	0.02	0	0	16	0.02
		"WOODGER, Edwin"	RARI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RAR	101	0.17	17	0.25	1	0.16	8	0.16	10	0.25	137	0.18
P		TICKET VOTES		5	0.01	1	0.01	0	0	1	0.02	0	0	7	0.01
		"POULOS, Patricia"		1	0	0	0	0	0	0	0	1	0.02	2	0
		"HOLLEY, John"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		7	0.01	1	0.01	0	0	1	0.02	1	0.02	10	0.01
Q		TICKET VOTES	SEP	16	0.03	4	0.06	2	0.31	7	0.14	1	0.02	30	0.04
		"BEAMS, Nick"	SEP	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"DIVJAK, Carol"	SEP	0	0	0	0	0	0	0	0	1	0.02	1	0
		Group Total	SEP	20	0.03	4	0.06	2	0.31	7	0.14	2	0.05	35	0.05
R		TICKET VOTES		5	0.01	0	0	0	0	1	0.02	0	0	6	0.01
		"SCHOLLBACH, Robert F"		1	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	0	0	0	0	1	0.02	0	0	7	0.01
S		TICKET VOTES		16	0.03	1	0.01	0	0	1	0.02	1	0.02	19	0.02
		"MELVILLE, Graeme"		12	0.02	0	0	0	0	3	0.06	2	0.05	17	0.02
		"BROADBRIDGE, Philip"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		29	0.05	1	0.01	0	0	4	0.08	3	0.07	37	0.05
T		TICKET VOTES	CTA	674	1.1	64	0.96	5	0.78	84	1.69	92	2.3	919	1.19
		"McLENNAN, Graham Clarke"	CTA	138	0.23	17	0.25	1	0.16	17	0.34	22	0.55	195	0.25
		"PETERSON, Janne"	CTA	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"ALLANSON, Tom"	CTA	0	0	0	0	0	0	0	0	1	0.02	1	0
		"MORGAN, Rex L"	CTA	3	0	0	0	0	0	0	0	0	0	3	0
		"McLENNAN, Michael Stewart"	CTA	3	0	1	0.01	0	0	0	0	2	0.05	6	0.01
		Group Total	CTA	822	1.34	82	1.23	6	0.93	101	2.03	117	2.92	1128	1.46
U		TICKET VOTES	GRN	976	1.6	190	2.85	15	2.33	120	2.41	68	1.7	1369	1.77
		"SUTTON, John"	GRN	186	0.3	25	0.37	2	0.31	16	0.32	14	0.35	243	0.31
		"MOORE, Catherine"	GRN	6	0.01	2	0.03	0	0	0	0	1	0.02	9	0.01
		"RHIANNON, Lee"	GRN	2	0	1	0.01	0	0	0	0	1	0.02	4	0.01
		"RUSSELL, Susie"	GRN	4	0.01	0	0	0	0	0	0	1	0.02	5	0.01
		Group Total	GRN	1174	1.92	218	3.27	17	2.64	136	2.73	85	2.12	1630	2.1
V		TICKET VOTES		2463	4.03	97	1.45	35	5.43	210	4.21	89	2.22	2894	3.74
		"LI, Jason Yat-Sen"	UNI	112	0.18	17	0.25	2	0.31	9	0.18	10	0.25	150	0.19
		"STOCKREITER, Sonja"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"McGUID, Sam"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"GINGES, Kieran Daniel"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"HASSAPIS, Nicholas Victor"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		2577	4.21	114	1.71	37	5.75	219	4.39	99	2.47	3046	3.93
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"SARKS, Paul Anthony"	IND	9	0.01	1	0.01	0	0	0	0	0	0	10	0.01
		"VAUGHAN, Adrian"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"PANTSDOWN, Pauline"	IND	36	0.06	3	0.04	1	0.16	4	0.08	2	0.05	46	0.06
		"KUMAR, Tom"	IND	2	0	1	0.01	0	0	0	0	0	0	3	0
		"ROSS, Richard"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"JOSEPH, Stani R"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PARSLOW, Party"	IND	2	0	0	0	0	0	0	0	0	0	2	0
		"POULSEN, Ron"		2	0	1	0.01	0	0	0	0	0	0	3	0
		Ungrouped Total		57	0.09	6	0.09	1	0.16	4	0.08	2	0.05	70	0.09
			FORMAL	61158	96.53	6671	98.52	644	96.99	4983	99.3	4005	98.99	77461	97
			INFORMAL	2197	3.47	100	1.48	20	3.01	35	0.7	41	1.01	2393	3
			TOTAL	63355	79.34	6771	8.48	664	0.83	5018	6.28	4046	5.07	79854	95.38



Berowra (86091)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	FST	254	0.41	21	0.29	2	0.4	25	0.32	5	0.15	307	0.38
		"SHEN, Victor"	FST	20	0.03	2	0.03	0	0	3	0.04	1	0.03	26	0.03
		"WILLSON, Greg"	FST	0	0	0	0	0	0	0	0	2	0.06	2	0
		Group Total	FST	274	0.44	23	0.32	2	0.4	28	0.36	8	0.25	335	0.42
B		TICKET VOTES	NAN	19	0.03	2	0.03	0	0	5	0.06	0	0	26	0.03
		"NASH, Chris"	NAN	3	0	0	0	0	0	1	0.01	0	0	4	0
		"WADDELL, Jane"	NAN	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total	NAN	23	0.04	2	0.03	0	0	6	0.08	0	0	31	0.04
C		TICKET VOTES	NDP	67	0.11	20	0.28	1	0.2	15	0.19	2	0.06	105	0.13
		"DENBOROUGH, Michael"	NDP	5	0.01	4	0.06	0	0	4	0.05	1	0.03	14	0.02
		"FRANCIS, Yvonne"	NDP	1	0	0	0	0	0	0	0	1	0.03	2	0
		Group Total	NDP	73	0.12	24	0.33	1	0.2	19	0.24	4	0.12	121	0.15
D		TICKET VOTES		236	0.38	15	0.21	3	0.59	37	0.47	20	0.61	311	0.39
		"GALLAGHER, Mick"		150	0.24	11	0.15	0	0	25	0.32	11	0.34	197	0.24
		"MAWSON, John A"		2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		388	0.63	26	0.36	3	0.59	62	0.79	31	0.95	510	0.63
E		TICKET VOTES	NLP	43	0.07	9	0.12	1	0.2	10	0.13	1	0.03	64	0.08
		"NOLAN, Richard"	NLP	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"SEYMOUR, Bev"	NLP	0	0	0	0	0	0	0	0	1	0.03	1	0
		Group Total	NLP	48	0.08	9	0.12	1	0.2	10	0.13	2	0.06	70	0.09
F		TICKET VOTES	ACS	46	0.07	9	0.12	1	0.2	5	0.06	1	0.03	62	0.08
		"ABOLISH CHILD SUPPORT AND FAMILY COURT, Justice"	ACS	6	0.01	4	0.06	0	0	1	0.01	0	0	11	0.01
		"MEZINEC, Richard"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	52	0.08	13	0.18	1	0.2	6	0.08	1	0.03	73	0.09
G		TICKET VOTES		94	0.15	9	0.12	4	0.79	12	0.15	7	0.21	126	0.16
		"LEES, Malcolm"		24	0.04	3	0.04	0	0	1	0.01	0	0	28	0.03
		"RANKIN, Warwick"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		119	0.19	12	0.17	4	0.79	13	0.17	7	0.21	155	0.19
H		TICKET VOTES	ALP	13753	22.33	1590	22.04	173	34.19	1818	23.1	578	17.7	17912	22.26
	#	"HUTCHINS, Steve"	ALP	454	0.74	52	0.72	2	0.4	59	0.75	32	0.98	599	0.74
	#	"FAULKNER, John"	ALP	58	0.09	13	0.18	1	0.2	6	0.08	6	0.18	84	0.1
	#	"FORSHAW, Michael"	ALP	14	0.02	0	0	0	0	1	0.01	2	0.06	17	0.02
		"STEPHENS, Ursula"	ALP	51	0.08	8	0.11	0	0	4	0.05	5	0.15	68	0.08
		Group Total	ALP	14330	23.26	1663	23.05	176	34.78	1888	23.99	623	19.08	18680	23.22
I		TICKET VOTES	CEC	31	0.05	8	0.11	0	0	4	0.05	2	0.06	45	0.06
		"BUTLER, Robert H"	CEC	2	0	0	0	0	0	1	0.01	0	0	3	0
		"COLLINS, Glenys"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay David"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	33	0.05	8	0.11	0	0	5	0.06	2	0.06	48	0.06
J		TICKET VOTES		19	0.03	1	0.01	1	0.2	4	0.05	0	0	25	0.03
		"MOULDFIELD, David"		3	0	0	0	0	0	0	0	0	0	3	0
		"HANDSOME HANDPUPPET, Paul-Ian"		6	0.01	1	0.01	0	0	1	0.01	0	0	8	0.01
		Group Total		28	0.05	2	0.03	1	0.2	5	0.06	0	0	36	0.04
K		TICKET VOTES	HAN	3241	5.26	358	4.96	23	4.55	391	4.97	178	5.45	4191	5.21
		"OLDFIELD, David"	HAN	430	0.7	33	0.46	1	0.2	55	0.7	27	0.83	546	0.68
		"BURSTON, Brian"	HAN	14	0.02	1	0.01	0	0	1	0.01	0	0	16	0.02
		"O'REGAN, Bevan"	HAN	14	0.02	1	0.01	0	0	0	0	0	0	15	0.02
		Group Total	HAN	3699	6.01	393	5.45	24	4.74	447	5.68	205	6.28	4768	5.93
L		TICKET VOTES	LNP	29804	48.39	3507	48.61	212	41.9	3882	49.33	1697	51.98	39102	48.6
	#	"HEFFERNAN, Bill"	LP	763	1.24	96	1.33	2	0.4	94	1.19	58	1.78	1013	1.26
	#	"TIERNEY, John"	LP	50	0.08	16	0.22	0	0	8	0.1	3	0.09	77	0.1
		"MACDONALD, Sandy"	NP	26	0.04	9	0.12	0	0	7	0.09	3	0.09	45	0.06
		"FIERRAVANTI-WELLS, Concetta"	LP	35	0.06	6	0.08	0	0	6	0.08	3	0.09	50	0.06
		Group Total	LNP	30678	49.81	3634	50.37	214	42.29	3997	50.79	1764	54.03	40287	50.08
M		TICKET VOTES	DEM	6036	9.8	676	9.37	28	5.53	623	7.92	261	7.99	7624	9.48
	#	"RIDGEWAY, Aden"	DEM	912	1.48	110	1.52	0	0	100	1.27	59	1.81	1181	1.47
		"BAIRD, Matthew"	DEM	18	0.03	1	0.01	0	0	4	0.05	2	0.06	25	0.03
		"REDDY, Suzanne"	DEM	58	0.09	5	0.07	0	0	5	0.06	6	0.18	74	0.09
		"MENDELSSOHN, David"	DEM	22	0.04	13	0.18	0	0	3	0.04	1	0.03	39	0.05
		Group Total	DEM	7046	11.44	805	11.16	28	5.53	735	9.34	329	10.08	8943	11.12
N		TICKET VOTES	DSL	124	0.2	12	0.17	1	0.2	11	0.14	6	0.18	154	0.19
		"CARMAN, Marina"	DSL	5	0.01	1	0.01	0	0	2	0.03	0	0	8	0.01
		"BOYLE, Peter"	DSL	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	DSL	129	0.21	13	0.18	1	0.2	13	0.17	6	0.18	162	0.2
O		TICKET VOTES	RAR	101	0.16	18	0.25	3	0.59	19	0.24	17	0.52	158	0.2
		"SMITH, Rodney"	RARI	15	0.02	2	0.03	0	0	3	0.04	0	0	20	0.02
		"WOODGER, Edwin"	RARI	0	0	0	0	1	0.2	0	0	0	0	1	0
		Group Total	RAR	116	0.19	20	0.28	4	0.79	22	0.28	17	0.52	179	0.22
P		TICKET VOTES		5	0.01	3	0.04	0	0	0	0	0	0	8	0.01
		"POULOS, Patricia"		1	0	0	0	0	0	0	0	0	0	1	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		6	0.01	3	0.04	0	0	0	0	0	0	9	0.01
Q		TICKET VOTES	SEP	14	0.02	3	0.04	0	0	3	0.04	1	0.03	21	0.03
		"BEAMS, Nick"	SEP	4	0.01	0	0	0	0	0	0	1	0.03	5	0.01
		"DIVJAK, Carol"	SEP	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total	SEP	20	0.03	3	0.04	0	0	3	0.04	2	0.06	28	0.03
R		TICKET VOTES		2	0	0	0	0	0	0	0	0	0	2	0
		"SCHOLLBACH, Robert F"		0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Amanda Jane"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		3	0	0	0	0	0	0	0	0	0	3	0
S		TICKET VOTES		33	0.05	0	0	0	0	0	0	0	0	33	0.04
		"MELVILLE, Graeme"		23	0.04	2	0.03	0	0	0	0	0	0	25	0.03
		"BROADBRIDGE, Philip"		1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		57	0.09	2	0.03	0	0	0	0	0	0	59	0.07
T		TICKET VOTES	CTA	1019	1.65	163	2.26	7	1.38	141	1.79	89	2.73	1419	1.76
		"McLENNAN, Graham Clarke"	CTA	203	0.33	31	0.43	0	0	48	0.61	14	0.43	296	0.37
		"PETERSON, Janne"	CTA	4	0.01	0	0	0	0	0	0	0	0	4	0
		"ALLANSON, Tom"	CTA	1	0	0	0	0	0	1	0.01	1	0.03	3	0
		"MORGAN, Rex L"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Michael Stewart"	CTA	3	0	0	0	0	0	1	0.01	0	0	4	0
		Group Total	CTA	1230	2	194	2.69	7	1.38	191	2.43	104	3.19	1726	2.15
U		TICKET VOTES	GRN	1077	1.75	211	2.92	12	2.37	160	2.03	49	1.5	1509	1.88
		"SUTTON, John"	GRN	183	0.3	31	0.43	6	1.19	20	0.25	15	0.46	255	0.32
		"MOORE, Catherine"	GRN	13	0.02	2	0.03	0	0	1	0.01	1	0.03	17	0.02
		"RHIANNON, Lee"	GRN	6	0.01	0	0	0	0	1	0.01	0	0	7	0.01
		"RUSSELL, Susie"	GRN	16	0.03	2	0.03	0	0	3	0.04	0	0	21	0.03
		Group Total	GRN	1295	2.1	246	3.41	18	3.56	185	2.35	65	1.99	1809	2.25
V		TICKET VOTES		1744	2.83	101	1.4	21	4.15	213	2.71	72	2.21	2151	2.67
		"LI, Jason Yat-Sen"	UNI	136	0.22	12	0.17	0	0	12	0.15	13	0.4	173	0.22
		"STOCKREITER, Sonja"	UNI	1	0	1	0.01	0	0	1	0.01	0	0	3	0
		"McGUID, Sam"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"GINGES, Kieran Daniel"	UNI	0	0	0	0	0	0	0	0	0	0	0	0
		"HASSAPIS, Nicholas Victor"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		Group Total		1882	3.06	114	1.58	21	4.15	226	2.87	85	2.6	2328	2.89
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	2	0	0	0	0	0	1	0.01	0	0	3	0
		"SARKS, Paul Anthony"	IND	6	0.01	0	0	0	0	2	0.03	0	0	8	0.01
		"VAUGHAN, Adrian"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PANTSDOWN, Pauline"	IND	48	0.08	6	0.08	0	0	5	0.06	8	0.25	67	0.08
		"KUMAR, Tom"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSS, Richard"	IND	1	0	0	0	0	0	0	0	2	0.06	3	0
		"JOSEPH, Stani R"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"PARSLOW, Party"	IND	3	0	0	0	0	0	0	0	0	0	3	0
		"POULSEN, Ron"		3	0	0	0	0	0	0	0	0	0	3	0
		Ungrouped Total		66	0.11	6	0.08	0	0	8	0.1	10	0.31	90	0.11
			FORMAL	61595	97.47	7215	98.58	506	98.25	7869	98.55	3265	99.24	80450	97.75
			INFORMAL	1598	2.53	104	1.42	9	1.75	116	1.45	25	0.76	1852	2.25
			TOTAL	63193	76.78	7319	8.89	515	0.63	7985	9.7	3290	4	82302	95.6



Blaxland (80590)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	FST	755	1.26	53	1.06	22	1.84	41	1.19	20	0.76	891	1.24
		"SHEN, Victor"	FST	60	0.1	4	0.08	0	0	3	0.09	3	0.11	70	0.1
		"WILLSON, Greg"	FST	3	0.01	1	0.02	0	0	1	0.03	0	0	5	0.01
		Group Total	FST	818	1.37	58	1.16	22	1.84	45	1.3	23	0.87	966	1.34
B		TICKET VOTES	NAN	60	0.1	3	0.06	0	0	1	0.03	3	0.11	67	0.09
		"NASH, Chris"	NAN	3	0.01	0	0	0	0	0	0	0	0	3	0
		"WADDELL, Jane"	NAN	0	0	1	0.02	0	0	0	0	0	0	1	0
		Group Total	NAN	63	0.11	4	0.08	0	0	1	0.03	3	0.11	71	0.1
C		TICKET VOTES	NDP	64	0.11	6	0.12	4	0.34	11	0.32	4	0.15	89	0.12
		"DENBOROUGH, Michael"	NDP	4	0.01	0	0	0	0	1	0.03	1	0.04	6	0.01
		"FRANCIS, Yvonne"	NDP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NDP	68	0.11	6	0.12	4	0.34	12	0.35	5	0.19	95	0.13
D		TICKET VOTES		23	0.04	1	0.02	1	0.08	1	0.03	0	0	26	0.04
		"GALLAGHER, Mick"		1	0	0	0	0	0	0	0	0	0	1	0
		"MAWSON, John A"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		24	0.04	1	0.02	1	0.08	1	0.03	0	0	27	0.04
E		TICKET VOTES	NLP	59	0.1	5	0.1	2	0.17	5	0.14	1	0.04	72	0.1
		"NOLAN, Richard"	NLP	1	0	0	0	0	0	1	0.03	0	0	2	0
		"SEYMOUR, Bev"	NLP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	60	0.1	5	0.1	2	0.17	6	0.17	1	0.04	74	0.1
F		TICKET VOTES	ACS	99	0.17	12	0.24	3	0.25	5	0.14	3	0.11	122	0.17
		"ABOLISH CHILD SUPPORT AND FAMILY COURT, Justice"	ACS	1	0	0	0	2	0.17	0	0	0	0	3	0
		"MEZINEC, Richard"	ACS	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ACS	100	0.17	12	0.24	5	0.42	5	0.14	3	0.11	125	0.17
G		TICKET VOTES		87	0.15	12	0.24	0	0	4	0.12	2	0.08	105	0.15
		"LEES, Malcolm"		16	0.03	5	0.1	1	0.08	0	0	1	0.04	23	0.03
		"RANKIN, Warwick"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		103	0.17	17	0.34	1	0.08	4	0.12	3	0.11	128	0.18
H		TICKET VOTES	ALP	34353	57.46	2550	51.16	889	74.52	1766	51.17	1279	48.39	40837	56.67
	#	"HUTCHINS, Steve"	ALP	258	0.43	24	0.48	7	0.59	15	0.43	27	1.02	331	0.46
	#	"FAULKNER, John"	ALP	20	0.03	0	0	0	0	3	0.09	2	0.08	25	0.03
	#	"FORSHAW, Michael"	ALP	10	0.02	0	0	0	0	0	0	2	0.08	12	0.02
		"STEPHENS, Ursula"	ALP	14	0.02	2	0.04	0	0	0	0	4	0.15	20	0.03
		Group Total	ALP	34655	57.96	2576	51.69	896	75.1	1784	51.7	1314	49.72	41225	57.21
I		TICKET VOTES	CEC	90	0.15	5	0.1	4	0.34	8	0.23	1	0.04	108	0.15
		"BUTLER, Robert H"	CEC	2	0	0	0	0	0	0	0	0	0	2	0
		"COLLINS, Glenys"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		"COSGROVE, Lindsay David"	CEC	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEC	92	0.15	5	0.1	4	0.34	8	0.23	1	0.04	110	0.15
J		TICKET VOTES		27	0.05	1	0.02	0	0	2	0.06	1	0.04	31	0.04
		"MOULDFIELD, David"		2	0	0	0	0	0	0	0	0	0	2	0
		"HANDSOME HANDPUPPET, Paul-Ian"		0	0	0	0	0	0	1	0.03	0	0	1	0
		Group Total		29	0.05	1	0.02	0	0	3	0.09	1	0.04	34	0.05
K		TICKET VOTES	HAN	4703	7.87	435	8.73	43	3.6	388	11.24	309	11.69	5878	8.16
		"OLDFIELD, David"	HAN	221	0.37	15	0.3	0	0	16	0.46	30	1.14	282	0.39
		"BURSTON, Brian"	HAN	5	0.01	0	0	0	0	0	0	0	0	5	0.01
		"O'REGAN, Bevan"	HAN	7	0.01	0	0	0	0	1	0.03	0	0	8	0.01
		Group Total	HAN	4936	8.26	450	9.03	43	3.6	405	11.74	339	12.83	6173	8.57
L		TICKET VOTES	LNP	12593	21.06	1248	25.04	134	11.23	764	22.14	650	24.59	15389	21.36
	#	"HEFFERNAN, Bill"	LP	187	0.31	21	0.42	1	0.08	15	0.43	17	0.64	241	0.33
	#	"TIERNEY, John"	LP	7	0.01	0	0	0	0	0	0	2	0.08	9	0.01
		"MACDONALD, Sandy"	NP	6	0.01	0	0	0	0	0	0	3	0.11	9	0.01
		"FIERRAVANTI-WELLS, Concetta"	LP	4	0.01	0	0	0	0	1	0.03	0	0	5	0.01
		Group Total	LNP	12797	21.4	1269	25.46	135	11.32	780	22.6	672	25.43	15653	21.72
M		TICKET VOTES	DEM	1928	3.22	200	4.01	18	1.51	117	3.39	105	3.97	2368	3.29
	#	"RIDGEWAY, Aden"	DEM	152	0.25	15	0.3	2	0.17	11	0.32	7	0.26	187	0.26
		"BAIRD, Matthew"	DEM	3	0.01	0	0	0	0	0	0	1	0.04	4	0.01
		"REDDY, Suzanne"	DEM	9	0.02	3	0.06	0	0	1	0.03	1	0.04	14	0.02
		"MENDELSSOHN, David"	DEM	3	0.01	2	0.04	0	0	1	0.03	1	0.04	7	0.01
		Group Total	DEM	2095	3.5	220	4.41	20	1.68	130	3.77	115	4.35	2580	3.58
N		TICKET VOTES	DSL	101	0.17	15	0.3	1	0.08	7	0.2	1	0.04	125	0.17
		"CARMAN, Marina"	DSL	5	0.01	0	0	0	0	3	0.09	0	0	8	0.01
		"BOYLE, Peter"	DSL	1	0	0	0	1	0.08	0	0	0	0	2	0
		Group Total	DSL	107	0.18	15	0.3	2	0.17	10	0.29	1	0.04	135	0.19
O		TICKET VOTES	RAR	161	0.27	26	0.52	1	0.08	17	0.49	11	0.42	216	0.3
		"SMITH, Rodney"	RARI	11	0.02	0	0	0	0	0	0	1	0.04	12	0.02
		"WOODGER, Edwin"	RARI	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RAR	172	0.29	26	0.52	1	0.08	17	0.49	12	0.45	228	0.32
P		TICKET VOTES		8	0.01	0	0	0	0	2	0.06	0	0	10	0.01
		"POULOS, Patricia"		0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		8	0.01	0	0	0	0	2	0.06	0	0	10	0.01
Q		TICKET VOTES	SEP	41	0.07	10	0.2	2	0.17	3	0.09	2	0.08	58	0.08
		"BEAMS, Nick"	SEP	3	0.01	0	0	0	0	0	0	0	0	3	0
		"DIVJAK, Carol"	SEP	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	SEP	44	0.07	10	0.2	2	0.17	3	0.09	2	0.08	61	0.08
R		TICKET VOTES		10	0.02	0	0	0	0	0	0	0	0	10	0.01
		"SCHOLLBACH, Robert F"		1	0	0	0	0	0	0	0	0	0	1	0
		"STIRLING, Amanda Jane"		0	0	0	0	0	0	0	0	1	0.04	1	0
		Group Total		11	0.02	0	0	0	0	0	0	1	0.04	12	0.02
S		TICKET VOTES		7	0.01	0	0	0	0	0	0	0	0	7	0.01
		"MELVILLE, Graeme"		1	0	0	0	0	0	0	0	1	0.04	2	0
		"BROADBRIDGE, Philip"		0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		8	0.01	0	0	0	0	0	0	1	0.04	9	0.01
T		TICKET VOTES	CTA	870	1.46	90	1.81	15	1.26	78	2.26	66	2.5	1119	1.55
		"McLENNAN, Graham Clarke"	CTA	81	0.14	6	0.12	0	0	9	0.26	8	0.3	104	0.14
		"PETERSON, Janne"	CTA	4	0.01	0	0	0	0	0	0	0	0	4	0.01
		"ALLANSON, Tom"	CTA	1	0	0	0	0	0	0	0	0	0	1	0
		"MORGAN, Rex L"	CTA	0	0	0	0	0	0	0	0	0	0	0	0
		"McLENNAN, Michael Stewart"	CTA	3	0.01	0	0	0	0	0	0	0	0	3	0
		Group Total	CTA	959	1.6	96	1.93	15	1.26	87	2.52	74	2.8	1231	1.71
U		TICKET VOTES	GRN	583	0.98	83	1.67	6	0.5	39	1.13	19	0.72	730	1.01
		"SUTTON, John"	GRN	45	0.08	1	0.02	1	0.08	3	0.09	2	0.08	52	0.07
		"MOORE, Catherine"	GRN	5	0.01	1	0.02	1	0.08	0	0	1	0.04	8	0.01
		"RHIANNON, Lee"	GRN	1	0	0	0	0	0	0	0	0	0	1	0
		"RUSSELL, Susie"	GRN	1	0	1	0.02	0	0	0	0	1	0.04	3	0
		Group Total	GRN	635	1.06	86	1.73	8	0.67	42	1.22	23	0.87	794	1.1
V		TICKET VOTES		1946	3.25	124	2.49	31	2.6	97	2.81	47	1.78	2245	3.12
		"LI, Jason Yat-Sen"	UNI	36	0.06	2	0.04	1	0.08	6	0.17	1	0.04	46	0.06
		"STOCKREITER, Sonja"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"McGUID, Sam"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"GINGES, Kieran Daniel"	UNI	1	0	0	0	0	0	0	0	0	0	1	0
		"HASSAPIS, Nicholas Victor"	UNI	2	0	0	0	0	0	0	0	0	0	2	0
		Group Total		1987	3.32	126	2.53	32	2.68	103	2.98	48	1.82	2296	3.19
UNGROUPED															
		"YAGLIPINAR, Mehmet"	IND	1	0	0	0	0	0	0	0	0	0	1	0
		"SARKS, Paul Anthony"	IND	3	0.01	0	0	0	0	0	0	0	0	3	0
		"VAUGHAN, Adrian"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"PANTSDOWN, Pauline"	IND	14	0.02	1	0.02	0	0	3	0.09	0	0	18	0.02
		"KUMAR, Tom"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"ROSS, Richard"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"JOSEPH, Stani R"	IND	0	0	0	0	0	0	0	0	1	0.04	1	0
		"PARSLOW, Party"	IND	0	0	0	0	0	0	0	0	0	0	0	0
		"POULSEN, Ron"		1	0	0	0	0	0	0	0	0	0	1	0
		Ungrouped Total		19	0.03	1	0.02	0	0	3	0.09	1	0.04	24	0.03
			FORMAL	59790	93.86	4984	96.35	1193	95.67	3451	97.49	2643	98.73	72061	94.4
			INFORMAL	3912	6.14	189	3.65	54	4.33	89	2.51	34	1.27	4278	5.6
			TOTAL	63702	83.45	5173	6.78	1247	1.63	3540	4.64	2677	3.51	76339	94.73



Bradfield (80669)															

