Senate - 1993 Election																
First Preference Votes By Candidate																
By Vote Type by Division																


New South Wales																

Banks (79242)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
		"STEVENS, David Richard"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HARRISON, Yvonne"		0	0	1	0.02	0	0	1	0.04	0	0	0	2	0
		Group Total		13	0.02	2	0.04	0	0	3	0.13	0	0	0	18	0.02
N		TICKET VOTES	GRN	889	1.37	134	2.86	3	0.76	51	2.17	34	1.54	0	1111	1.49
		"BRIGHAM, Steve"	GRN	290	0.45	27	0.58	3	0.76	9	0.38	3	0.14	0	332	0.45
		"WALLACE, Joy"	GRN	9	0.01	2	0.04	0	0	0	0	1	0.05	0	12	0.02
		"COHEN, Ian"	GRN	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
		"STEAD, Cecily"	GRN	13	0.02	2	0.04	0	0	1	0.04	0	0	0	16	0.02
		Group Total	GRN	1213	1.87	165	3.53	6	1.52	61	2.59	38	1.72	0	1483	1.99
O		TICKET VOTES	CTA	993	1.53	60	1.28	4	1.01	20	0.85	37	1.67	0	1114	1.5
		"COLEMAN, Bruce"	CTA	220	0.34	19	0.41	1	0.25	4	0.17	11	0.5	0	255	0.34
		"McLENNAN, Graham Clarke"	CTA	1	0	1	0.02	0	0	1	0.04	1	0.05	0	4	0.01
		"GRIGG, Shirley J"	CTA	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"RYAN, Glen"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	1217	1.88	81	1.73	5	1.27	25	1.06	49	2.21	0	1377	1.85
P		TICKET VOTES	AFI	437	0.67	50	1.07	2	0.51	11	0.47	17	0.77	0	517	0.69
		"KITSON, David A L"	AFI	87	0.13	3	0.06	0	0	0	0	5	0.23	0	95	0.13
		"WEATHERLAKE, Ian A"	AFI	3	0	0	0	0	0	0	0	1	0.05	0	4	0.01
		Group Total	AFI	527	0.81	53	1.13	2	0.51	11	0.47	23	1.04	0	616	0.83
Q		TICKET VOTES		149	0.23	5	0.11	0	0	1	0.04	7	0.32	0	162	0.22
		"LAVERY, Rosemarie"		27	0.04	0	0	0	0	0	0	2	0.09	0	29	0.04
		"JOHN, Robert"		1	0	1	0.02	0	0	1	0.04	0	0	0	3	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		177	0.27	6	0.13	0	0	2	0.08	9	0.41	0	194	0.26
R		TICKET VOTES	GRY	191	0.29	7	0.15	0	0	12	0.51	16	0.72	0	226	0.3
		"ROYLANCE, Frances"	GRY	37	0.06	3	0.06	0	0	0	0	0	0	0	40	0.05
		"GROUNDS, Gay"	GRY	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	GRY	229	0.35	10	0.21	0	0	12	0.51	16	0.72	0	267	0.36
S		TICKET VOTES		29	0.04	1	0.02	1	0.25	1	0.04	0	0	0	32	0.04
		"BASS, Walter"		30	0.05	2	0.04	0	0	4	0.17	0	0	0	36	0.05
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		59	0.09	3	0.06	1	0.25	5	0.21	0	0	0	68	0.09
T		TICKET VOTES		0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"VESCIO, Michael"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	1	0.05	0	1	0
		Group Total		1	0	1	0.02	0	0	0	0	1	0.05	0	3	0
U		TICKET VOTES		24	0.04	5	0.11	0	0	0	0	1	0.05	0	30	0.04
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		24	0.04	5	0.11	0	0	0	0	1	0.05	0	30	0.04
UNGROUPED																
		"GAJIN, Milorad"	IND	124	0.19	2	0.04	0	0	1	0.04	1	0.05	0	128	0.17
		"ANDERSON, Michael J"	IND	9	0.01	1	0.02	0	0	2	0.08	1	0.05	0	13	0.02
		"DE BRY, Katherine V"	IND	1	0	3	0.06	0	0	0	0	0	0	0	4	0.01
		"POULSEN, Ron"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"ELLIS, Bryan T"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"MILTON, Malcolm Joshua"	IND	9	0.01	0	0	0	0	0	0	1	0.05	0	10	0.01
		"DECKER, Dianne"	IND	7	0.01	1	0.02	0	0	0	0	0	0	0	8	0.01
		"BELETICH, Argy"	IND	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		Ungrouped Total		159	0.25	7	0.15	0	0	3	0.13	3	0.14	0	172	0.23
			FORMAL	64809	97.19	4679	98.09	395	97.29	2354	98.87	2214	98.75	0	74451	97.34
			INFORMAL	1876	2.81	91	1.91	11	2.71	27	1.13	28	1.25	0	2033	2.66
			TOTAL	66685	87.19	4770	6.24	406	0.53	2381	3.11	2242	2.93	0	76484	96.77



Berowra (79538)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	599	0.93	53	1.14	7	1.9	41	1.07	13	0.68	0	713	0.95
		"BECKMANN, Jane"	GA	128	0.2	15	0.32	0	0	2	0.05	1	0.05	0	146	0.19
		"BRIAN, Bernie"	GA	3	0	0	0	0	0	1	0.03	0	0	0	4	0.01
		Group Total	GA	730	1.13	68	1.46	7	1.9	44	1.15	14	0.73	0	863	1.15
B		TICKET VOTES	NLP	295	0.46	37	0.79	2	0.54	21	0.55	5	0.26	0	360	0.48
		"KERR, Doreen"	NLP	68	0.11	6	0.13	0	0	2	0.05	0	0	0	76	0.1
		"SMITH, Mike"	NLP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"JUDD, Ines"	NLP	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		Group Total	NLP	369	0.57	44	0.94	2	0.54	23	0.6	5	0.26	0	443	0.59
C		TICKET VOTES	CEG	571	0.88	4	0.09	6	1.63	8	0.21	3	0.16	0	592	0.79
		"HAY, Leone"	CEG	44	0.07	0	0	0	0	0	0	0	0	0	44	0.06
		"BUTLER, Robert"	CEG	1	0	0	0	0	0	0	0	0	0	0	1	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	616	0.95	4	0.09	6	1.63	8	0.21	3	0.16	0	637	0.85
D		TICKET VOTES	RPA	71	0.11	6	0.13	1	0.27	4	0.1	0	0	1	83	0.11
		"CONSANDINE, Peter"	RPA	26	0.04	2	0.04	0	0	1	0.03	1	0.05	0	30	0.04
		"KLEIN, Gennie"	RPA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	RPA	98	0.15	8	0.17	1	0.27	5	0.13	1	0.05	1	114	0.15
E		TICKET VOTES		320	0.5	18	0.39	3	0.82	7	0.18	7	0.37	0	355	0.47
		"TEALE, Leonard"		211	0.33	11	0.24	2	0.54	6	0.16	3	0.16	-1	232	0.31
		"WARD, Colin"		2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total		533	0.83	29	0.62	5	1.36	13	0.34	10	0.52	-1	589	0.78
F		TICKET VOTES	CAP	37	0.06	4	0.09	0	0	4	0.1	3	0.16	0	48	0.06
		"UEBERGANG, K John"	CAP	11	0.02	0	0	0	0	0	0	0	0	0	11	0.01
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	48	0.07	4	0.09	0	0	4	0.1	3	0.16	0	59	0.08
G		TICKET VOTES	ASP	510	0.79	54	1.16	6	1.63	30	0.78	10	0.52	0	610	0.81
		"ASCHER, Michael"	ASP	69	0.11	6	0.13	2	0.54	6	0.16	2	0.1	0	85	0.11
		"ORR, Ted"	ASP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"WILKIE, Jeff"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"O'CONNELL, Suzanne"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		"BOURKE, Robyn Lee"	ASP	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	ASP	583	0.9	61	1.31	8	2.17	36	0.94	12	0.63	0	700	0.93
H		TICKET VOTES		18	0.03	0	0	0	0	2	0.05	0	0	0	20	0.03
		"POULOS, Patricia"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"ARCHER, Peter B"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HOLLEY, John"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		20	0.03	0	0	0	0	2	0.05	0	0	0	22	0.03
I		TICKET VOTES	LNP	33340	51.62	2218	47.62	168	45.65	2327	60.66	1125	58.87	0	39178	51.99
	#	"BAUME, Michael"	LP	740	1.15	43	0.92	0	0	41	1.07	24	1.26	-1	847	1.12
	#	"TIERNEY, John"	LP	19	0.03	3	0.06	1	0.27	2	0.05	0	0	0	25	0.03
	#	"MACDONALD, Sandy"	NP	20	0.03	4	0.09	1	0.27	0	0	3	0.16	0	28	0.04
		"PAYNE, Marise Ann"	LP	59	0.09	4	0.09	0	0	4	0.1	0	0	0	67	0.09
		Group Total	LNP	34178	52.92	2272	48.78	170	46.2	2374	61.89	1152	60.28	-1	40145	53.27
J		TICKET VOTES		54	0.08	3	0.06	0	0	8	0.21	4	0.21	0	69	0.09
		"SANTA CLAUS, O"		24	0.04	2	0.04	0	0	2	0.05	0	0	0	28	0.04
		"ROLO, Lord"		3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total		81	0.13	5	0.11	0	0	10	0.26	4	0.21	0	100	0.13
K		TICKET VOTES	DEM	3207	4.97	269	5.78	14	3.8	166	4.33	86	4.5	0	3742	4.97
		"SOWADA, Karin"	DEM	669	1.04	47	1.01	1	0.27	21	0.55	12	0.63	0	750	1
		"GRIFFITHS, Ray Ian"	DEM	11	0.02	0	0	0	0	1	0.03	0	0	0	12	0.02
		"CHESTERFIELD-EVANS, Arthur"	DEM	19	0.03	4	0.09	0	0	2	0.05	2	0.1	0	27	0.04
		Group Total	DEM	3906	6.05	320	6.87	15	4.08	190	4.95	100	5.23	0	4531	6.01
L		TICKET VOTES	ALP	18300	28.33	1409	30.25	136	36.96	876	22.84	442	23.13	-2	21161	28.08
	#	"RICHARDSON, Graham Frederick"	ALP	720	1.11	53	1.14	3	0.82	21	0.55	17	0.89	0	814	1.08
	#	"FAULKNER, John"	ALP	27	0.04	3	0.06	0	0	2	0.05	1	0.05	0	33	0.04
	#	"SIBRAA, Kerry"	ALP	23	0.04	1	0.02	0	0	0	0	0	0	0	24	0.03
		"ARMSTRONG, Mary-Anne"	ALP	70	0.11	5	0.11	0	0	1	0.03	2	0.1	0	78	0.1
		Group Total	ALP	19140	29.64	1471	31.58	139	37.77	900	23.46	462	24.18	-2	22110	29.34
M		TICKET VOTES		16	0.02	1	0.02	0	0	1	0.03	0	0	1	19	0.03
		"STEVENS, David Richard"		3	0	0	0	0	0	0	0	0	0	0	3	0
		"HARRISON, Yvonne"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		19	0.03	1	0.02	0	0	1	0.03	0	0	1	22	0.03
N		TICKET VOTES	GRN	1089	1.69	154	3.31	3	0.82	76	1.98	19	0.99	0	1341	1.78
		"BRIGHAM, Steve"	GRN	334	0.52	37	0.79	0	0	16	0.42	6	0.31	0	393	0.52
		"WALLACE, Joy"	GRN	6	0.01	1	0.02	0	0	0	0	0	0	0	7	0.01
		"COHEN, Ian"	GRN	10	0.02	3	0.06	0	0	3	0.08	0	0	0	16	0.02
		"STEAD, Cecily"	GRN	11	0.02	1	0.02	0	0	0	0	0	0	0	12	0.02
		Group Total	GRN	1450	2.25	196	4.21	3	0.82	95	2.48	25	1.31	0	1769	2.35
O		TICKET VOTES	CTA	1445	2.24	94	2.02	8	2.17	63	1.64	52	2.72	0	1662	2.21
		"COLEMAN, Bruce"	CTA	310	0.48	19	0.41	1	0.27	17	0.44	14	0.73	0	361	0.48
		"McLENNAN, Graham Clarke"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"GRIGG, Shirley J"	CTA	2	0	1	0.02	0	0	0	0	0	0	0	3	0
		"RYAN, Glen"	CTA	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		Group Total	CTA	1763	2.73	114	2.45	9	2.45	80	2.09	66	3.45	0	2032	2.7
P		TICKET VOTES	AFI	496	0.77	41	0.88	3	0.82	30	0.78	22	1.15	0	592	0.79
		"KITSON, David A L"	AFI	94	0.15	0	0	0	0	2	0.05	3	0.16	0	99	0.13
		"WEATHERLAKE, Ian A"	AFI	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	AFI	591	0.92	41	0.88	3	0.82	32	0.83	25	1.31	0	692	0.92
Q		TICKET VOTES		6	0.01	0	0	0	0	0	0	0	0	1	7	0.01
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"LAVERY, Priscilla"		1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total		7	0.01	0	0	0	0	0	0	0	0	1	8	0.01
R		TICKET VOTES	GRY	200	0.31	11	0.24	0	0	13	0.34	21	1.1	0	245	0.33
		"ROYLANCE, Frances"	GRY	30	0.05	1	0.02	0	0	1	0.03	2	0.1	0	34	0.05
		"GROUNDS, Gay"	GRY	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRY	232	0.36	12	0.26	0	0	14	0.36	23	1.2	0	281	0.37
S		TICKET VOTES		63	0.1	0	0	0	0	0	0	0	0	0	63	0.08
		"BASS, Walter"		39	0.06	0	0	0	0	1	0.03	0	0	0	40	0.05
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		102	0.16	0	0	0	0	1	0.03	0	0	0	103	0.14
T		TICKET VOTES		0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		0	0	1	0.02	0	0	0	0	0	0	0	1	0
U		TICKET VOTES		15	0.02	0	0	0	0	1	0.03	1	0.05	0	17	0.02
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		0	0	0	0	0	0	1	0.03	0	0	0	1	0
		Group Total		15	0.02	0	0	0	0	2	0.05	1	0.05	0	18	0.02
UNGROUPED																
		"GAJIN, Milorad"	IND	29	0.04	4	0.09	0	0	1	0.03	1	0.05	0	35	0.05
		"ANDERSON, Michael J"	IND	18	0.03	0	0	0	0	0	0	1	0.05	0	19	0.03
		"DE BRY, Katherine V"	IND	4	0.01	0	0	0	0	0	0	0	0	0	4	0.01
		"POULSEN, Ron"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"ELLIS, Bryan T"	IND	5	0.01	0	0	0	0	1	0.03	0	0	0	6	0.01
		"MILTON, Malcolm Joshua"	IND	5	0.01	1	0.02	0	0	0	0	0	0	0	6	0.01
		"DECKER, Dianne"	IND	4	0.01	0	0	0	0	0	0	1	0.05	0	5	0.01
		"BELETICH, Argy"	IND	37	0.06	2	0.04	0	0	0	0	2	0.1	0	41	0.05
		Ungrouped Total		104	0.16	7	0.15	0	0	2	0.05	5	0.26	0	118	0.16
			FORMAL	64585	97.85	4658	98.52	368	98.92	3836	98.51	1911	98.96	-1	75357	97.96
			INFORMAL	1417	2.15	70	1.48	4	1.08	58	1.49	20	1.04	1	1570	2.04
			TOTAL	66002	85.8	4728	6.15	372	0.48	3894	5.06	1931	2.51	0	76927	96.72



Blaxland (76955)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	1063	1.68	66	1.64	15	2.43	23	1.51	5	0.32	0	1172	1.65
		"BECKMANN, Jane"	GA	146	0.23	11	0.27	1	0.16	3	0.2	1	0.06	-1	161	0.23
		"BRIAN, Bernie"	GA	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		Group Total	GA	1209	1.91	78	1.94	16	2.59	26	1.71	6	0.39	-1	1334	1.88
B		TICKET VOTES	NLP	100	0.16	6	0.15	1	0.16	2	0.13	0	0	0	109	0.15
		"KERR, Doreen"	NLP	16	0.03	1	0.02	2	0.32	1	0.07	0	0	0	20	0.03
		"SMITH, Mike"	NLP	1	0	0	0	0	0	0	0	0	0	0	1	0
		"JUDD, Ines"	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	NLP	117	0.19	7	0.17	3	0.49	3	0.2	0	0	0	130	0.18
C		TICKET VOTES	CEG	53	0.08	6	0.15	1	0.16	5	0.33	2	0.13	0	67	0.09
		"HAY, Leone"	CEG	7	0.01	1	0.02	0	0	0	0	1	0.06	0	9	0.01
		"BUTLER, Robert"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		"WOOD, Gloria"	CEG	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CEG	60	0.1	7	0.17	1	0.16	5	0.33	3	0.19	0	76	0.11
D		TICKET VOTES	RPA	67	0.11	5	0.12	1	0.16	3	0.2	1	0.06	0	77	0.11
		"CONSANDINE, Peter"	RPA	4	0.01	1	0.02	0	0	0	0	0	0	0	5	0.01
		"KLEIN, Gennie"	RPA	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	RPA	71	0.11	6	0.15	1	0.16	3	0.2	1	0.06	0	82	0.12
E		TICKET VOTES		220	0.35	15	0.37	3	0.49	11	0.72	3	0.19	0	252	0.36
		"TEALE, Leonard"		82	0.13	7	0.17	0	0	3	0.2	4	0.26	0	96	0.14
		"WARD, Colin"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		302	0.48	22	0.55	3	0.49	14	0.92	7	0.45	0	348	0.49
F		TICKET VOTES	CAP	39	0.06	3	0.07	1	0.16	3	0.2	0	0	0	46	0.06
		"UEBERGANG, K John"	CAP	3	0	1	0.02	0	0	0	0	0	0	0	4	0.01
		"HAWKINS, Doug"	CAP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	CAP	42	0.07	4	0.1	1	0.16	3	0.2	0	0	0	50	0.07
G		TICKET VOTES	ASP	531	0.84	43	1.07	4	0.65	12	0.79	9	0.58	0	599	0.85
		"ASCHER, Michael"	ASP	44	0.07	1	0.02	0	0	1	0.07	0	0	0	46	0.06
		"ORR, Ted"	ASP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"WILKIE, Jeff"	ASP	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"O'CONNELL, Suzanne"	ASP	2	0	0	0	0	0	0	0	0	0	0	2	0
		"BOURKE, Robyn Lee"	ASP	0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total	ASP	577	0.91	46	1.14	4	0.65	13	0.85	9	0.58	0	649	0.92
H		TICKET VOTES		26	0.04	1	0.02	0	0	1	0.07	0	0	0	28	0.04
		"POULOS, Patricia"		2	0	0	0	0	0	0	0	0	0	0	2	0
		"ARCHER, Peter B"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HOLLEY, John"		1	0	0	0	0	0	1	0.07	0	0	0	2	0
		Group Total		29	0.05	1	0.02	0	0	2	0.13	0	0	0	32	0.05
I		TICKET VOTES	LNP	15464	24.49	1003	24.9	86	13.94	419	27.49	424	27.51	1	17397	24.55
	#	"BAUME, Michael"	LP	278	0.44	20	0.5	3	0.49	12	0.79	9	0.58	-3	319	0.45
	#	"TIERNEY, John"	LP	7	0.01	3	0.07	0	0	1	0.07	0	0	0	11	0.02
	#	"MACDONALD, Sandy"	NP	6	0.01	0	0	0	0	0	0	0	0	0	6	0.01
		"PAYNE, Marise Ann"	LP	7	0.01	0	0	0	0	1	0.07	1	0.06	0	9	0.01
		Group Total	LNP	15762	24.96	1026	25.47	89	14.42	433	28.41	434	28.16	-2	17742	25.04
J		TICKET VOTES		60	0.1	0	0	1	0.16	1	0.07	1	0.06	0	63	0.09
		"SANTA CLAUS, O"		9	0.01	3	0.07	0	0	0	0	1	0.06	0	13	0.02
		"ROLO, Lord"		3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total		72	0.11	3	0.07	1	0.16	1	0.07	2	0.13	0	79	0.11
K		TICKET VOTES	DEM	1950	3.09	147	3.65	9	1.46	66	4.33	58	3.76	0	2230	3.15
		"SOWADA, Karin"	DEM	195	0.31	16	0.4	0	0	8	0.52	2	0.13	0	221	0.31
		"GRIFFITHS, Ray Ian"	DEM	7	0.01	0	0	0	0	0	0	0	0	0	7	0.01
		"CHESTERFIELD-EVANS, Arthur"	DEM	9	0.01	0	0	0	0	1	0.07	0	0	0	10	0.01
		Group Total	DEM	2161	3.42	163	4.05	9	1.46	75	4.92	60	3.89	0	2468	3.48
L		TICKET VOTES	ALP	40018	63.37	2445	60.7	472	76.5	862	56.56	912	59.18	0	44709	63.1
	#	"RICHARDSON, Graham Frederick"	ALP	361	0.57	21	0.52	3	0.49	7	0.46	19	1.23	0	411	0.58
	#	"FAULKNER, John"	ALP	12	0.02	0	0	0	0	0	0	0	0	0	12	0.02
	#	"SIBRAA, Kerry"	ALP	8	0.01	1	0.02	0	0	0	0	1	0.06	0	10	0.01
		"ARMSTRONG, Mary-Anne"	ALP	20	0.03	2	0.05	0	0	1	0.07	2	0.13	0	25	0.04
		Group Total	ALP	40419	64	2469	61.3	475	76.99	870	57.09	934	60.61	0	45167	63.74
M		TICKET VOTES		32	0.05	2	0.05	1	0.16	1	0.07	0	0	0	36	0.05
		"STEVENS, David Richard"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"HARRISON, Yvonne"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		32	0.05	2	0.05	1	0.16	1	0.07	0	0	0	36	0.05
N		TICKET VOTES	GRN	583	0.92	57	1.42	2	0.32	28	1.84	7	0.45	0	677	0.96
		"BRIGHAM, Steve"	GRN	43	0.07	5	0.12	0	0	2	0.13	1	0.06	0	51	0.07
		"WALLACE, Joy"	GRN	3	0	0	0	1	0.16	0	0	0	0	0	4	0.01
		"COHEN, Ian"	GRN	1	0	0	0	0	0	0	0	1	0.06	0	2	0
		"STEAD, Cecily"	GRN	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	GRN	632	1	62	1.54	3	0.49	30	1.97	9	0.58	0	736	1.04
O		TICKET VOTES	CTA	708	1.12	51	1.27	1	0.16	15	0.98	21	1.36	0	796	1.12
		"COLEMAN, Bruce"	CTA	108	0.17	8	0.2	0	0	4	0.26	2	0.13	0	122	0.17
		"McLENNAN, Graham Clarke"	CTA	0	0	0	0	0	0	0	0	0	0	0	0	0
		"GRIGG, Shirley J"	CTA	2	0	0	0	0	0	0	0	0	0	0	2	0
		"RYAN, Glen"	CTA	1	0	0	0	0	0	0	0	0	0	0	1	0
		Group Total	CTA	819	1.3	59	1.46	1	0.16	19	1.25	23	1.49	0	921	1.3
P		TICKET VOTES	AFI	408	0.65	50	1.24	6	0.97	18	1.18	34	2.21	0	516	0.73
		"KITSON, David A L"	AFI	37	0.06	2	0.05	1	0.16	3	0.2	1	0.06	0	44	0.06
		"WEATHERLAKE, Ian A"	AFI	2	0	0	0	0	0	0	0	0	0	0	2	0
		Group Total	AFI	447	0.71	52	1.29	7	1.13	21	1.38	35	2.27	0	562	0.79
Q		TICKET VOTES		16	0.03	1	0.02	0	0	0	0	1	0.06	0	18	0.03
		"LAVERY, Rosemarie"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"JOHN, Robert"		0	0	0	0	0	0	0	0	1	0.06	0	1	0
		"LAVERY, Priscilla"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		16	0.03	1	0.02	0	0	0	0	2	0.13	0	19	0.03
R		TICKET VOTES	GRY	164	0.26	7	0.17	0	0	4	0.26	15	0.97	0	190	0.27
		"ROYLANCE, Frances"	GRY	10	0.02	0	0	0	0	1	0.07	0	0	0	11	0.02
		"GROUNDS, Gay"	GRY	3	0	0	0	0	0	0	0	0	0	0	3	0
		Group Total	GRY	177	0.28	7	0.17	0	0	5	0.33	15	0.97	0	204	0.29
S		TICKET VOTES		4	0.01	0	0	1	0.16	0	0	0	0	0	5	0.01
		"BASS, Walter"		1	0	0	0	0	0	0	0	0	0	0	1	0
		"HALES, Paul"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		5	0.01	0	0	1	0.16	0	0	0	0	0	6	0.01
T		TICKET VOTES		11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
		"VESCIO, Michael"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"WHEATLEY, Pamela Eileen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		11	0.02	0	0	0	0	0	0	0	0	0	11	0.02
U		TICKET VOTES		33	0.05	0	0	0	0	0	0	0	0	0	33	0.05
		"SCHOLLBACH, Robert"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"STIRLING, Karen"		0	0	0	0	0	0	0	0	0	0	0	0	0
		Group Total		33	0.05	0	0	0	0	0	0	0	0	0	33	0.05
UNGROUPED																
		"GAJIN, Milorad"	IND	149	0.24	12	0.3	1	0.16	0	0	1	0.06	0	163	0.23
		"ANDERSON, Michael J"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DE BRY, Katherine V"	IND	0	0	0	0	0	0	0	0	0	0	0	0	0
		"POULSEN, Ron"		0	0	0	0	0	0	0	0	0	0	0	0	0
		"ELLIS, Bryan T"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		"MILTON, Malcolm Joshua"	IND	3	0	0	0	0	0	0	0	0	0	0	3	0
		"DECKER, Dianne"	IND	0	0	1	0.02	0	0	0	0	0	0	0	1	0
		"BELETICH, Argy"	IND	1	0	0	0	0	0	0	0	0	0	0	1	0
		Ungrouped Total		157	0.25	13	0.32	1	0.16	0	0	1	0.06	0	172	0.24
			FORMAL	63150	95.63	4028	97.15	617	95.81	1524	97.75	1541	98.15	-3	70857	95.81
			INFORMAL	2885	4.37	118	2.85	27	4.19	35	2.25	29	1.85	3	3097	4.19
			TOTAL	66035	89.29	4146	5.61	644	0.87	1559	2.11	1570	2.12	0	73954	96.1



Bradfield (79193)																

				Ordinary		Absent		Provisional		Pre Poll		Postal		Adj	Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%		Votes	%
A		TICKET VOTES	GA	535	0.83	59	1.31	3	1.1	43	1.17	21	1.01	0	661	0.88
		"BECKMANN, Jane"	GA	135	0.21	10	0.22	2	0.74	4	0.11	2	0.1	-2	151	0.2
		"BRIAN, Bernie"	GA	7	0.01	0	0	0	0	1	0.03	0	0	0	8	0.01
		Group Total	GA	677	1.05	69	1.53	5	1.84	48	1.31	23	1.11	-2	820	1.09
B		TICKET VOTES	NLP	184	0.29	20	0.44	4	1.47	6	0.16	1	0.05	0	215	0.29
		"KERR, Doreen"	NLP	45	0.07	5	0.11	0	0	1	0.03	0	0	0	51	0.07
		"SMITH, Mike"	NLP	3	0	0	0	0	0	1	0.03	0	0	0	4	0.01
		"JUDD, Ines"	NLP	1	0	1	0.02	0	0	0	0	0	0	0	2	0
		Group Total	NLP	233	0.36	26	0.58	4	1.47	8	0.22	1	0.05	0	272	0.36
C		TICKET VOTES	CEG	65	0.1	1	0.02	1	0.37	4	0.11	0	0	0	71	0.09
		"HAY, Leone"	CEG	14	0.02	1	0.02	0	0	0	0	0	0	0	15	0.02
