Senate: Election 2001 - National															
First Preference Votes by Candidate															
By Vote Type by Division															

New South Wales															
															
Banks (83122)															
				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
		"FUGGLE, Don"	HMP	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		Group Total	HMP	445	0.67	74	1.31	4	0.82	18	0.51	6	0.17	547	0.69
I		TICKET VOTES	RLS	90	0.14	4	0.07	1	0.20	3	0.09	3	0.09	101	0.13
		"GREENAWAY, Denise"	RLS	8	0.01	0	0.00	0	0.00	1	0.03	1	0.03	10	0.01
		"ARMSTRONG, Valerie"	RLS	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	RLS	99	0.15	4	0.07	1	0.20	4	0.11	4	0.12	112	0.14
J		TICKET VOTES	ACL	18830	28.25	1345	23.73	174	35.66	932	26.58	727	21.19	22008	27.60
	#	"STEPHENS, Ursula"	CLR	217	0.33	15	0.26	1	0.20	10	0.29	15	0.44	258	0.32
	#	"CAMPBELL, George"	ALP	39	0.06	5	0.09	2	0.41	3	0.09	3	0.09	52	0.07
		"MUNDINE, Warren"	CLR	13	0.02	3	0.05	0	0.00	1	0.03	0	0.00	17	0.02
		"WOODS, Joanna"	ALP	47	0.07	6	0.11	0	0.00	4	0.11	5	0.15	62	0.08
		Group Total	ACL	19146	28.73	1374	24.25	177	36.27	950	27.10	750	21.86	22397	28.09
K		TICKET VOTES	LEF	183	0.27	39	0.69	2	0.41	9	0.26	4	0.12	237	0.30
		"O'LOUGHLIN, David"	LEF	14	0.02	1	0.02	0	0.00	0	0.00	0	0.00	15	0.02
		"FREEMAN, Paul"	LEF	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		Group Total	LEF	201	0.30	40	0.71	2	0.41	9	0.26	4	0.12	256	0.32
L		TICKET VOTES		22	0.03	2	0.04	1	0.20	2	0.06	0	0.00	27	0.03
		"STEWART, Lex"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		23	0.03	2	0.04	1	0.20	2	0.06	0	0.00	28	0.04
M		TICKET VOTES	FPY	228	0.34	47	0.83	3	0.61	13	0.37	9	0.26	300	0.38
		"SMITH, Robert"	FPY	15	0.02	3	0.05	0	0.00	1	0.03	1	0.03	20	0.03
		"WISEMAN, David"	FPY	1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	FPY	244	0.37	51	0.90	3	0.61	14	0.40	10	0.29	322	0.40
N		TICKET VOTES		7	0.01	2	0.04	0	0.00	4	0.11	0	0.00	13	0.02
		"SMITH, Warren"		0	0.00	1	0.02	0	0.00	0	0.00	0	0.00	1	0.00
		"LAWLER, Geoff"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ANTHONY, Dora"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		9	0.01	3	0.05	0	0.00	4	0.11	0	0.00	16	0.02
O		TICKET VOTES	NCP	48	0.07	6	0.11	0	0.00	0	0.00	1	0.03	55	0.07
		"THOMPSON, Andy"	NCP	9	0.01	1	0.02	0	0.00	0	0.00	0	0.00	10	0.01
		"McKEEGAN, Annette"	NCP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	NCP	59	0.09	7	0.12	0	0.00	0	0.00	1	0.03	67	0.08
P		TICKET VOTES	NDP	54	0.08	16	0.28	1	0.20	7	0.20	3	0.09	81	0.10
		"DENBOROUGH, Michael"	NDP	6	0.01	0	0.00	0	0.00	1	0.03	1	0.03	8	0.01
		"FRANCIS, Yvonne"	NDP	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	NDP	62	0.09	16	0.28	1	0.20	8	0.23	4	0.12	91	0.11
Q		TICKET VOTES	LNP	31341	47.03	2607	46.00	197	40.37	1603	45.72	2049	59.72	37797	47.40
	#	"COONAN, Helen"	LP	350	0.53	27	0.48	1	0.20	13	0.37	24	0.70	415	0.52
	#	"MACDONALD, Sandy"	NP	21	0.03	1	0.02	0	0.00	0	0.00	1	0.03	23	0.03
	#	"PAYNE, Marise"	LP	27	0.04	1	0.02	0	0.00	4	0.11	0	0.00	32	0.04
		"NASH, Fiona"	NP	10	0.02	0	0.00	0	0.00	1	0.03	0	0.00	11	0.01
		"MacDONALD, Scot"	LP	13	0.02	4	0.07	0	0.00	0	0.00	0	0.00	17	0.02
		"TANG, Terence"	LP	33	0.05	2	0.04	0	0.00	1	0.03	2	0.06	38	0.05
		Group Total	LNP	31795	47.71	2642	46.62	198	40.57	1622	46.26	2076	60.51	38333	48.07
R		TICKET VOTES	NGST	273	0.41	32	0.56	2	0.41	31	0.88	19	0.55	357	0.45
		"GALLAGHER, Mick"	NGST	8	0.01	0	0.00	0	0.00	1	0.03	2	0.06	11	0.01
		"MARTIN, Charles H"	NGST	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NGST	281	0.42	32	0.56	2	0.41	32	0.91	21	0.61	368	0.46
S		TICKET VOTES	RPA	92	0.14	12	0.21	0	0.00	12	0.34	9	0.26	125	0.16
		"McNALLY, Kerry"	RPA	12	0.02	1	0.02	0	0.00	1	0.03	1	0.03	15	0.02
		"JORDAN, Tom"	RPA	3	0.00	0	0.00	0	0.00	0	0.00	1	0.03	4	0.01
		Group Total	RPA	107	0.16	13	0.23	0	0.00	13	0.37	11	0.32	144	0.18
T		TICKET VOTES	GRN	2470	3.71	385	6.79	18	3.69	132	3.76	57	1.66	3062	3.84
	#	"NETTLE, Kerry"	GRN	456	0.68	36	0.64	2	0.41	28	0.80	17	0.50	539	0.68
		"KAYE, John"	GRN	13	0.02	1	0.02	0	0.00	0	0.00	0	0.00	14	0.02
		"DAVIS, Jan"	GRN	6	0.01	0	0.00	0	0.00	1	0.03	0	0.00	7	0.01
		"RYAN, James"	GRN	24	0.04	3	0.05	0	0.00	0	0.00	1	0.03	28	0.04
		Group Total	GRN	2969	4.46	425	7.50	20	4.10	161	4.59	75	2.19	3650	4.58
U		TICKET VOTES		8	0.01	2	0.04	0	0.00	0	0.00	0	0.00	10	0.01
		"HINMAN, Pip"		5	0.01	1	0.02	0	0.00	0	0.00	0	0.00	6	0.01
		"RINTOUL, Ian"		1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total		14	0.02	3	0.05	0	0.00	0	0.00	0	0.00	17	0.02
V		TICKET VOTES	AAP	13	0.02	3	0.05	0	0.00	1	0.03	0	0.00	17	0.02
		"CONNOR, Rex"	AAP	2	0.00	1	0.02	0	0.00	0	0.00	0	0.00	3	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AAP	16	0.02	4	0.07	0	0.00	1	0.03	0	0.00	21	0.03
W		TICKET VOTES	AFI	195	0.29	23	0.41	3	0.61	22	0.63	16	0.47	259	0.32
		"KITSON, David"	AFI	22	0.03	4	0.07	0	0.00	1	0.03	2	0.06	29	0.04
		"WOODGER, Edwin"	AFI	1	0.00	0	0.00	0	0.00	1	0.03	0	0.00	2	0.00
		Group Total	AFI	218	0.33	27	0.48	3	0.61	24	0.68	18	0.52	290	0.36
UNGROUPED															
		"IVOR, F"	IND	12	0.02	2	0.04	0	0.00	0	0.00	0	0.00	14	0.02
		"TINYOW, Walter"	IND	7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		"BAKER, Beverly"	IND	13	0.02	2	0.04	0	0.00	0	0.00	0	0.00	15	0.02
		"LORD, Jack"	IND	4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		Ungrouped Total		36	0.05	5	0.09	0	0.00	0	0.00	0	0.00	41	0.05
			FORMAL	66644	96.39	5667	98.15	488	96.25	3506	98.35	3431	99.05	79736	96.71
			INFORMAL	2497	3.61	107	1.85	19	3.75	59	1.65	33	0.95	2715	3.29
			TOTAL	69141	83.86	5774	7.00	507	0.61	3565	4.32	3464	4.20	82451	94.88



Berowra (85766)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	1536	2.31	131	2.32	7	1.56	124	2.75	77	2.69	1875	2.35
		"McKINNON, Don"	HAN	253	0.38	18	0.32	2	0.44	28	0.62	19	0.66	320	0.40
		"PUTRA, Rick"	HAN	2	0.00	0	0.00	0	0.00	1	0.02	2	0.07	5	0.01
		"DEENEY, Carol"	HAN	10	0.02	1	0.02	0	0.00	0	0.00	0	0.00	11	0.01
		Group Total	HAN	1801	2.71	150	2.66	9	2.00	153	3.39	98	3.43	2211	2.77
B		TICKET VOTES	CTA	1433	2.16	112	1.99	11	2.44	76	1.69	54	1.89	1686	2.11
		"CAPSIS, George"	CTA	286	0.43	17	0.30	1	0.22	20	0.44	13	0.45	337	0.42
		"HUME, Kevin"	CTA	14	0.02	2	0.04	0	0.00	2	0.04	0	0.00	18	0.02
		Group Total	CTA	1733	2.61	131	2.32	12	2.67	98	2.17	67	2.34	2041	2.55
C		TICKET VOTES	UNI	654	0.98	16	0.28	4	0.89	56	1.24	30	1.05	760	0.95
		"NGO, Thang"	UNI	45	0.07	2	0.04	0	0.00	3	0.07	3	0.10	53	0.07
		"McLEOD, Robert"	UNI	4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	UNI	703	1.06	19	0.34	4	0.89	59	1.31	33	1.15	818	1.02
D		TICKET VOTES	CEC	15	0.02	1	0.02	0	0.00	2	0.04	2	0.07	20	0.03
		"BUTLER, Robert"	CEC	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	17	0.03	1	0.02	0	0.00	2	0.04	2	0.07	22	0.03
E		TICKET VOTES	PLP	557	0.84	72	1.28	10	2.22	63	1.40	15	0.52	717	0.90
		"WOLDRING, Klaas"	PLP	8	0.01	2	0.04	0	0.00	1	0.02	1	0.03	12	0.02
		"LEE, Shona"	PLP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	PLP	565	0.85	74	1.31	10	2.22	64	1.42	16	0.56	729	0.91
F		TICKET VOTES	OCF	50	0.08	1	0.02	0	0.00	5	0.11	1	0.03	57	0.07
		"CALDICOTT, Helen"	OCF	14	0.02	0	0.00	0	0.00	4	0.09	4	0.14	22	0.03
		"POTTS, Ted"	OCF	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	OCF	65	0.10	1	0.02	0	0.00	9	0.20	5	0.17	80	0.10
G		TICKET VOTES	DEM	5291	7.96	482	8.54	37	8.22	370	8.21	156	5.46	6336	7.93
		"BOURNE, Vicki"	DEM	520	0.78	39	0.69	2	0.44	29	0.64	17	0.59	607	0.76
		"YATES, Joanne"	DEM	7	0.01	3	0.05	1	0.22	0	0.00	0	0.00	11	0.01
		"CHUNG, Craig"	DEM	6	0.01	0	0.00	0	0.00	1	0.02	1	0.03	8	0.01
		"MAYFIELD, E Caroline"	DEM	3	0.00	0	0.00	0	0.00	2	0.04	0	0.00	5	0.01
		"PRINCE, Janine"	DEM	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"EVANS, Julian"	DEM	14	0.02	1	0.02	0	0.00	2	0.04	0	0.00	17	0.02
		Group Total	DEM	5844	8.80	525	9.31	40	8.89	404	8.96	174	6.09	6987	8.75
H		TICKET VOTES	HMP	452	0.68	78	1.38	12	2.67	30	0.67	7	0.24	579	0.72
		"BALDERSTONE, Michael"	HMP	54	0.08	7	0.12	0	0.00	5	0.11	2	0.07	68	0.09
		"FUGGLE, Don"	HMP	5	0.01	0	0.00	1	0.22	0	0.00	0	0.00	6	0.01
		Group Total	HMP	511	0.77	85	1.51	13	2.89	35	0.78	9	0.31	653	0.82
I		TICKET VOTES	RLS	68	0.10	6	0.11	1	0.22	1	0.02	2	0.07	78	0.10
		"GREENAWAY, Denise"	RLS	8	0.01	0	0.00	0	0.00	0	0.00	0	0.00	8	0.01
		"ARMSTRONG, Valerie"	RLS	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RLS	76	0.11	6	0.11	1	0.22	1	0.02	2	0.07	86	0.11
J		TICKET VOTES	ACL	13727	20.66	1034	18.33	94	20.89	921	20.43	432	15.11	16208	20.29
	#	"STEPHENS, Ursula"	CLR	238	0.36	14	0.25	0	0.00	12	0.27	8	0.28	272	0.34
	#	"CAMPBELL, George"	ALP	47	0.07	5	0.09	0	0.00	5	0.11	2	0.07	59	0.07
		"MUNDINE, Warren"	CLR	22	0.03	0	0.00	0	0.00	0	0.00	1	0.03	23	0.03
		"WOODS, Joanna"	ALP	51	0.08	11	0.19	0	0.00	4	0.09	2	0.07	68	0.09
		Group Total	ACL	14085	21.20	1064	18.86	94	20.89	942	20.89	445	15.56	16630	20.81
K		TICKET VOTES	LEF	284	0.43	40	0.71	5	1.11	27	0.60	5	0.17	361	0.45
		"O'LOUGHLIN, David"	LEF	19	0.03	1	0.02	0	0.00	2	0.04	1	0.03	23	0.03
		"FREEMAN, Paul"	LEF	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		Group Total	LEF	306	0.46	41	0.73	5	1.11	29	0.64	6	0.21	387	0.48
L		TICKET VOTES		16	0.02	2	0.04	0	0.00	2	0.04	0	0.00	20	0.03
		"STEWART, Lex"		1	0.00	1	0.02	0	0.00	0	0.00	0	0.00	2	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		17	0.03	3	0.05	0	0.00	2	0.04	0	0.00	22	0.03
M		TICKET VOTES	FPY	267	0.40	53	0.94	4	0.89	22	0.49	9	0.31	355	0.44
		"SMITH, Robert"	FPY	12	0.02	2	0.04	0	0.00	1	0.02	2	0.07	17	0.02
		"WISEMAN, David"	FPY	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total	FPY	281	0.42	55	0.97	4	0.89	23	0.51	11	0.38	374	0.47
N		TICKET VOTES		10	0.02	0	0.00	0	0.00	2	0.04	1	0.03	13	0.02
		"SMITH, Warren"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"LAWLER, Geoff"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"ANTHONY, Dora"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		Group Total		12	0.02	0	0.00	0	0.00	2	0.04	1	0.03	15	0.02
O		TICKET VOTES	NCP	39	0.06	1	0.02	0	0.00	2	0.04	1	0.03	43	0.05
		"THOMPSON, Andy"	NCP	3	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	42	0.06	1	0.02	0	0.00	2	0.04	1	0.03	46	0.06
P		TICKET VOTES	NDP	70	0.11	10	0.18	0	0.00	3	0.07	2	0.07	85	0.11
		"DENBOROUGH, Michael"	NDP	4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		"FRANCIS, Yvonne"	NDP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NDP	74	0.11	11	0.19	0	0.00	3	0.07	2	0.07	90	0.11
Q		TICKET VOTES	LNP	35503	53.44	2913	51.63	225	50.00	2370	52.56	1814	63.45	42825	53.60
	#	"COONAN, Helen"	LP	449	0.68	34	0.60	4	0.89	35	0.78	41	1.43	563	0.70
	#	"MACDONALD, Sandy"	NP	18	0.03	0	0.00	0	0.00	1	0.02	3	0.10	22	0.03
	#	"PAYNE, Marise"	LP	20	0.03	1	0.02	0	0.00	1	0.02	2	0.07	24	0.03
		"NASH, Fiona"	NP	12	0.02	1	0.02	0	0.00	0	0.00	2	0.07	15	0.02
		"MacDONALD, Scot"	LP	26	0.04	4	0.07	0	0.00	4	0.09	5	0.17	39	0.05
		"TANG, Terence"	LP	28	0.04	2	0.04	0	0.00	3	0.07	2	0.07	35	0.04
		Group Total	LNP	36056	54.27	2955	52.38	229	50.89	2414	53.54	1869	65.37	43523	54.48
R		TICKET VOTES	NGST	299	0.45	42	0.74	4	0.89	29	0.64	15	0.52	389	0.49
		"GALLAGHER, Mick"	NGST	40	0.06	4	0.07	0	0.00	3	0.07	1	0.03	48	0.06
		"MARTIN, Charles H"	NGST	4	0.01	0	0.00	0	0.00	1	0.02	0	0.00	5	0.01
		Group Total	NGST	343	0.52	46	0.82	4	0.89	33	0.73	16	0.56	442	0.55
S		TICKET VOTES	RPA	94	0.14	9	0.16	0	0.00	10	0.22	1	0.03	114	0.14
		"McNALLY, Kerry"	RPA	15	0.02	2	0.04	0	0.00	1	0.02	0	0.00	18	0.02
		"JORDAN, Tom"	RPA	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RPA	109	0.16	11	0.19	0	0.00	11	0.24	1	0.03	132	0.17
T		TICKET VOTES	GRN	2905	4.37	368	6.52	20	4.44	168	3.73	68	2.38	3529	4.42
	#	"NETTLE, Kerry"	GRN	501	0.75	41	0.73	3	0.67	29	0.64	14	0.49	588	0.74
		"KAYE, John"	GRN	6	0.01	1	0.02	0	0.00	0	0.00	0	0.00	7	0.01
		"DAVIS, Jan"	GRN	14	0.02	4	0.07	0	0.00	1	0.02	2	0.07	21	0.03
		"RYAN, James"	GRN	18	0.03	3	0.05	0	0.00	1	0.02	0	0.00	22	0.03
		Group Total	GRN	3444	5.18	417	7.39	23	5.11	199	4.41	84	2.94	4167	5.22
U		TICKET VOTES		8	0.01	5	0.09	0	0.00	0	0.00	1	0.03	14	0.02
		"HINMAN, Pip"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"RINTOUL, Ian"		3	0.00	0	0.00	0	0.00	0	0.00	2	0.07	5	0.01
		Group Total		13	0.02	5	0.09	0	0.00	0	0.00	3	0.10	21	0.03
V		TICKET VOTES	AAP	15	0.02	2	0.04	0	0.00	0	0.00	0	0.00	17	0.02
		"CONNOR, Rex"	AAP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"ASTRIDGE, Robert"	AAP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"GUY, Shirley"	AAP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	AAP	17	0.03	2	0.04	0	0.00	0	0.00	0	0.00	19	0.02
W		TICKET VOTES	AFI	251	0.38	33	0.58	1	0.22	17	0.38	10	0.35	312	0.39
		"KITSON, David"	AFI	25	0.04	2	0.04	1	0.22	3	0.07	2	0.07	33	0.04
		"WOODGER, Edwin"	AFI	1	0.00	0	0.00	0	0.00	0	0.00	2	0.07	3	0.00
		Group Total	AFI	277	0.42	35	0.62	2	0.44	20	0.44	14	0.49	348	0.44
UNGROUPED															
		"IVOR, F"	IND	23	0.03	3	0.05	0	0.00	1	0.02	0	0.00	27	0.03
		"TINYOW, Walter"	IND	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"BAKER, Beverly"	IND	12	0.02	0	0.00	0	0.00	2	0.04	0	0.00	14	0.02
		"LORD, Jack"	IND	7	0.01	1	0.02	0	0.00	1	0.02	0	0.00	9	0.01
		Ungrouped Total		44	0.07	4	0.07	0	0.00	4	0.09	0	0.00	52	0.07
			FORMAL	66435	97.53	5642	98.34	450	96.15	4509	98.84	2859	99.24	79895	97.71
			INFORMAL	1685	2.47	95	1.66	18	3.85	53	1.16	22	0.76	1873	2.29
			TOTAL	68120	83.31	5737	7.02	468	0.57	4562	5.58	2881	3.52	81768	95.34



Blaxland (82779)															

				Ordinary		Absent		Provisional		Pre Poll		Postal		Total	
Candidates			Party	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%	Votes	%
A		TICKET VOTES	HAN	3516	5.63	200	4.19	26	2.72	170	6.96	163	7.34	4075	5.60
		"McKINNON, Don"	HAN	166	0.27	10	0.21	2	0.21	8	0.33	15	0.68	201	0.28
		"PUTRA, Rick"	HAN	3	0.00	0	0.00	1	0.10	1	0.04	2	0.09	7	0.01
		"DEENEY, Carol"	HAN	5	0.01	0	0.00	0	0.00	0	0.00	1	0.05	6	0.01
		Group Total	HAN	3690	5.91	210	4.40	29	3.04	179	7.32	181	8.15	4289	5.89
B		TICKET VOTES	CTA	1139	1.82	104	2.18	12	1.26	44	1.80	44	1.98	1343	1.84
		"CAPSIS, George"	CTA	110	0.18	13	0.27	1	0.10	4	0.16	6	0.27	134	0.18
		"HUME, Kevin"	CTA	7	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01
		Group Total	CTA	1256	2.01	117	2.45	13	1.36	48	1.96	50	2.25	1484	2.04
C		TICKET VOTES	UNI	1068	1.71	32	0.67	21	2.20	27	1.10	7	0.32	1155	1.59
		"NGO, Thang"	UNI	20	0.03	5	0.10	0	0.00	2	0.08	3	0.14	30	0.04
		"McLEOD, Robert"	UNI	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	UNI	1089	1.74	37	0.78	21	2.20	29	1.19	10	0.45	1186	1.63
D		TICKET VOTES	CEC	30	0.05	3	0.06	0	0.00	5	0.20	1	0.05	39	0.05
		"BUTLER, Robert"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"COLLINS, Glenys"	CEC	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	CEC	30	0.05	3	0.06	0	0.00	5	0.20	1	0.05	39	0.05
E		TICKET VOTES	PLP	1838	2.94	227	4.76	48	5.03	99	4.05	37	1.67	2249	3.09
		"WOLDRING, Klaas"	PLP	13	0.02	1	0.02	1	0.10	1	0.04	1	0.05	17	0.02
		"LEE, Shona"	PLP	5	0.01	0	0.00	0	0.00	0	0.00	0	0.00	5	0.01
		Group Total	PLP	1856	2.97	228	4.78	49	5.13	100	4.09	38	1.71	2271	3.12
F		TICKET VOTES	OCF	40	0.06	5	0.10	1	0.10	1	0.04	1	0.05	48	0.07
		"CALDICOTT, Helen"	OCF	3	0.00	2	0.04	0	0.00	0	0.00	1	0.05	6	0.01
		"POTTS, Ted"	OCF	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	OCF	43	0.07	7	0.15	1	0.10	1	0.04	2	0.09	54	0.07
G		TICKET VOTES	DEM	2118	3.39	199	4.17	21	2.20	89	3.64	74	3.33	2501	3.44
		"BOURNE, Vicki"	DEM	98	0.16	10	0.21	0	0.00	4	0.16	3	0.14	115	0.16
		"YATES, Joanne"	DEM	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"CHUNG, Craig"	DEM	4	0.01	1	0.02	0	0.00	0	0.00	0	0.00	5	0.01
		"MAYFIELD, E Caroline"	DEM	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		"PRINCE, Janine"	DEM	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		"EVANS, Julian"	DEM	4	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.01
		Group Total	DEM	2231	3.57	210	4.40	21	2.20	93	3.81	77	3.47	2632	3.62
H		TICKET VOTES	HMP	329	0.53	61	1.28	5	0.52	11	0.45	5	0.23	411	0.56
		"BALDERSTONE, Michael"	HMP	11	0.02	5	0.10	0	0.00	3	0.12	1	0.05	20	0.03
		"FUGGLE, Don"	HMP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	HMP	341	0.55	66	1.38	5	0.52	14	0.57	6	0.27	432	0.59
I		TICKET VOTES	RLS	228	0.37	8	0.17	4	0.42	8	0.33	2	0.09	250	0.34
		"GREENAWAY, Denise"	RLS	2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"ARMSTRONG, Valerie"	RLS	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	RLS	230	0.37	8	0.17	4	0.42	8	0.33	2	0.09	252	0.35
J		TICKET VOTES	ACL	32050	51.35	2069	43.36	606	63.46	1074	43.94	887	39.92	36686	50.39
	#	"STEPHENS, Ursula"	CLR	93	0.15	10	0.21	1	0.10	4	0.16	11	0.50	119	0.16
	#	"CAMPBELL, George"	ALP	19	0.03	3	0.06	0	0.00	4	0.16	8	0.36	34	0.05
		"MUNDINE, Warren"	CLR	5	0.01	1	0.02	0	0.00	0	0.00	0	0.00	6	0.01
		"WOODS, Joanna"	ALP	24	0.04	1	0.02	0	0.00	1	0.04	0	0.00	26	0.04
		Group Total	ACL	32191	51.58	2084	43.67	607	63.56	1083	44.31	906	40.77	36871	50.64
K		TICKET VOTES	LEF	187	0.30	22	0.46	4	0.42	15	0.61	1	0.05	229	0.31
		"O'LOUGHLIN, David"	LEF	8	0.01	2	0.04	0	0.00	1	0.04	0	0.00	11	0.02
		"FREEMAN, Paul"	LEF	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	LEF	196	0.31	24	0.50	4	0.42	16	0.65	1	0.05	241	0.33
L		TICKET VOTES		66	0.11	3	0.06	4	0.42	1	0.04	2	0.09	76	0.10
		"STEWART, Lex"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"STEWART, Joe"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		66	0.11	3	0.06	4	0.42	1	0.04	2	0.09	76	0.10
M		TICKET VOTES	FPY	273	0.44	56	1.17	8	0.84	16	0.65	8	0.36	361	0.50
		"SMITH, Robert"	FPY	7	0.01	1	0.02	0	0.00	0	0.00	0	0.00	8	0.01
		"WISEMAN, David"	FPY	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	FPY	280	0.45	57	1.19	8	0.84	16	0.65	8	0.36	369	0.51
N		TICKET VOTES		37	0.06	1	0.02	0	0.00	1	0.04	0	0.00	39	0.05
		"SMITH, Warren"		2	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00
		"LAWLER, Geoff"		0	0.00	0	0.00	0	0.00	2	0.08	0	0.00	2	0.00
		"ANTHONY, Dora"		0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total		39	0.06	1	0.02	0	0.00	3	0.12	0	0.00	43	0.06
O		TICKET VOTES	NCP	37	0.06	1	0.02	0	0.00	2	0.08	3	0.14	43	0.06
		"THOMPSON, Andy"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		"McKEEGAN, Annette"	NCP	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
		Group Total	NCP	37	0.06	1	0.02	0	0.00	2	0.08	3	0.14	43	0.06
P		TICKET VOTES	NDP	63	0.10	4	0.08	2	0.21	4	0.16	0	0.00	73	0.10
		"DENBOROUGH, Michael"	NDP	0	0.00	0	0.00	0	0.00	1	0.04	0	0.00	1	0.00
		"FRANCIS, Yvonne"	NDP	1	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00
		Group Total	NDP	64	0.10	4	0.08	2	0.21	5	0.20	0	0.00	75	0.10
Q		TICKET VOTES	LNP	16418	26.30	1418	29.72	156	16.34	735	30.07	845	38.03	19572	26.88
